ra,dec,insmag_V,insmagerr_V,g,dg,r,dr,i,di,field,utdate,filename,zpt,zpterr
88.22998,15.89134,-8.644,0.04,18.7897,0.0074,18.2022,0.0054,17.928,0.0032,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.23747,15.89139,-8.386,0.054,19.3352,0.0134,18.0812,0.0038,16.5854,0.0032,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.10979,15.8918,-8.396,0.058,19.0355,0.0154,18.4502,0.0051,18.1942,0.0064,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.19433,15.89238,-8.825,0.032,18.576,0.0151,18.0844,0.0045,17.8628,0.0015,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.03281,15.89203,-9.009,0.032,18.4149,0.0066,17.8749,0.0019,17.6201,0.0067,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.20952,15.89283,-8.461,0.111,19.0784,0.0088,18.2916,0.0074,17.9803,0.0052,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.24188,15.8942,-10.266,0.014,17.2243,0.0031,16.4611,0.0023,16.0766,0.0023,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.07667,15.89646,-12.289,0.01,15.3472,0.0024,14.2301,0.0026,13.9374,0.0014,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.13142,15.89307,-8.14,0.078,19.244,0.0066,18.6947,0.0055,18.4343,0.0157,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.13286,15.89443,-8.986,0.037,18.3612,0.0049,17.9551,0.0037,17.767,0.0035,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.16233,15.89339,-8.786,0.044,18.731,0.0102,17.9175,0.005,17.4883,0.0075,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.16302,15.89536,-11.156,0.011,16.2051,0.0025,15.7955,0.0027,15.6138,0.0081,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.1643,15.89361,-8.035,0.073,19.4944,0.0265,18.7623,0.004,18.452,0.0144,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.02856,15.89533,-10.529,0.013,17.018,0.0032,16.1706,0.0016,15.8248,0.0055,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.16986,15.89391,-8.24,0.06,18.9705,0.0124,18.5538,0.0072,18.3752,0.0058,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.1904,15.89594,-10.009,0.016,17.3896,0.0035,16.8838,0.0032,16.6452,0.0044,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.20875,15.89656,-10.295,0.013,16.9805,0.0043,16.7205,0.0027,16.6374,0.0055,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.01012,15.89616,-9.36,0.022,18.0573,0.0054,17.6025,0.004,17.4167,0.0057,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.19811,15.89708,-9.852,0.017,17.6756,0.0037,16.8118,0.0008,16.454,0.0027,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.06097,15.89609,-8.024,0.102,19.8212,0.0102,18.5686,0.0032,17.9663,0.0028,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.10679,15.89776,-10.067,0.014,17.3738,0.0062,16.8505,0.0026,16.6121,0.0034,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.10222,15.89852,-11.159,0.011,16.2603,0.0027,15.7346,0.0016,15.4918,0.0193,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.12187,15.89663,-7.976,0.077,19.6566,0.0059,18.8547,0.0055,18.5,0.0128,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.23379,15.89745,-8.66,0.039,18.7531,0.0096,18.17,0.0035,17.9301,0.0198,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.04322,15.89904,-9.552,0.019,17.8424,0.0053,17.3878,0.0027,17.1884,0.0048,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.20364,15.89885,-8.613,0.059,18.8859,0.0053,18.2935,0.0055,18.0329,0.0028,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.2416,15.89998,-10.176,0.015,17.2631,0.0027,16.6243,0.0032,16.3252,0.0024,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.18399,15.90098,-11.457,0.018,15.9425,0.0017,15.4166,0.0013,15.1859,0.0037,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.02098,15.90092,-10.605,0.012,16.8478,0.0023,16.294,0.0052,16.0626,0.0011,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.01433,15.90373,-13.22,0.01,14.1586,0.0002,13.7869,0.002,13.5759,0.001,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.22933,15.90099,-9.263,0.024,18.1641,0.0012,17.5357,0.0035,17.2627,0.0067,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.2095,15.90205,-10.988,0.011,16.3476,0.0006,15.9716,0.0017,15.8212,0.0031,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.15482,15.90164,-8.846,0.074,18.7577,0.008,17.9,0.0022,17.5295,0.0081,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.21969,15.90163,-9.083,0.028,18.3047,0.0052,17.7811,0.0048,17.541,0.011,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.21785,15.90401,-12.445,0.01,14.8958,0.0012,14.4941,0.0049,14.3247,0.0039,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.16341,15.90128,-8.184,0.063,19.1862,0.0162,18.4324,0.0039,18.081,0.0095,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.20598,15.9019,-8.907,0.029,18.5739,0.0049,18.0163,0.0036,17.7749,0.0058,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.03535,15.90189,-8.551,0.044,18.9598,0.0114,18.4506,0.0051,18.2027,0.0057,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.24448,15.90185,-8.353,0.055,18.8765,0.0097,18.3872,0.0074,18.1776,0.0038,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.0913,15.90319,-9.746,0.019,17.6431,0.0063,17.1255,0.0018,16.9032,0.0058,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.24698,15.90356,-10.165,0.017,17.2057,0.0033,16.8087,0.0021,16.6268,0.0014,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.19844,15.90461,-10.929,0.013,16.6264,0.0004,15.7342,0.0018,15.3292,0.0039,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.23378,15.90533,-11.302,0.026,16.088,0.0029,15.5821,0.0023,15.3583,0.0019,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.07696,15.9059,-11.727,0.01,15.6116,0.0022,15.2477,0.0015,15.0987,0.0041,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.02747,15.90366,-9.934,0.015,19.728,0.0065,18.9953,0.0095,18.6532,0.0094,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.01808,15.9046,-9.731,0.018,17.6825,0.0025,17.2149,0.0023,17.0077,0.0088,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.21432,15.90455,-9.135,0.033,18.3034,0.0106,17.5931,0.0036,17.2708,0.0066,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.24104,15.90533,-9.461,0.02,,,,,,,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.1426,15.90624,-11.192,0.011,16.2238,0.0032,15.6841,0.0025,15.4209,0.0009,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.20769,15.90535,-9.497,0.021,17.912,0.0075,17.3305,0.0019,17.0887,0.0049,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.13923,15.90489,-8.609,0.039,18.8307,0.0052,18.1889,0.0036,17.889,0.0032,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.22519,15.90548,-9.388,0.023,17.8653,0.0041,17.5198,0.0018,17.3593,0.0156,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.13678,15.90543,-9.328,0.023,18.0813,0.0046,17.6156,0.0039,17.4021,0.006,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.01383,15.9061,-10.304,0.018,17.1599,0.0028,16.559,0.0019,16.3045,0.004,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.15955,15.90526,-8.077,0.113,19.2575,0.016,18.7186,0.0025,18.4741,0.0145,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.11802,15.90953,-12.2,0.01,15.1445,0.0041,14.7749,0.0029,14.6233,0.0017,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.11993,15.90911,-9.686,0.02,17.8694,0.0056,17.1213,0.003,16.7898,0.0031,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.16706,15.90787,-9.869,0.015,17.7341,0.0035,16.6838,0.0026,16.2075,0.0041,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.20244,15.90859,-10.944,0.013,16.6124,0.003,15.7344,0.001,15.3237,0.0025,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.01847,15.90842,-8.759,0.038,18.6919,0.0062,18.1677,0.0058,17.9123,0.0061,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.09628,15.9105,-11.39,0.011,16.0112,0.0021,15.5188,0.002,15.3036,0.0051,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.22805,15.9102,-9.755,0.017,17.6139,0.0073,17.0999,0.0046,16.8711,0.0038,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.25344,15.90906,-8.431,0.054,19.1819,0.0117,17.9429,0.0034,16.6842,0.0034,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.1491,15.91007,-9.477,0.019,17.9335,0.0038,17.3895,0.0027,17.1499,0.0062,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.16126,15.91069,-9.991,0.016,17.3452,0.0029,16.9833,0.0031,16.8273,0.0039,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.17342,15.90992,-8.816,0.035,18.6313,0.0109,17.9693,0.0038,17.6404,0.0063,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.08425,15.91178,-10.135,0.015,17.2402,0.003,16.7437,0.0031,16.5362,0.0089,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.23341,15.91105,-8.705,0.039,18.6585,0.002,18.1617,0.003,17.9308,0.0035,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.06637,15.91128,-9.337,0.024,18.2354,0.009,17.3069,0.0035,16.9163,0.0047,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.2281,15.91256,-9.67,0.038,17.6764,0.0017,17.3089,0.0027,17.1392,0.0023,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.05082,15.912,-8.3,0.058,19.2609,0.0165,18.6704,0.0075,18.0614,0.0174,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.11055,15.91519,-12.249,0.01,15.2773,0.0017,14.501,0.0065,14.1129,0.004,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.03852,15.91286,-8.641,0.051,18.8263,0.0048,18.2344,0.0041,17.9974,0.0047,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.22285,15.91476,-10.52,0.016,16.8594,0.0028,16.3137,0.0042,16.064,0.0052,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.02833,15.91474,-10.894,0.011,16.5629,0.0003,15.9474,0.0018,15.7053,0.007,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.17618,15.91584,-11.833,0.01,15.4962,0.0017,15.1245,0.0014,14.9811,0.0007,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.15321,15.91465,-10.234,0.021,17.2142,0.0013,16.566,0.0013,16.281,0.001,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.07913,15.91417,-9.006,0.034,18.3825,0.0041,17.9128,0.0043,17.7127,0.0122,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.21698,15.91672,-11.948,0.01,15.4014,0.0019,14.9491,0.0033,14.7523,0.0032,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.23164,15.91631,-11.21,0.011,16.0624,0.0043,15.8299,0.0042,15.7423,0.0035,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.22969,15.91714,-10.271,0.019,17.0359,0.0022,16.6168,0.0013,16.4235,0.003,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.16526,15.9153,-9.183,0.032,18.2993,0.0065,17.4576,0.004,17.0656,0.0047,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.16346,15.9168,-12.012,0.01,15.3571,0.0019,14.935,0.0002,14.739,0.0037,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.25144,15.91645,-10.456,0.013,17.0252,0.005,16.3144,0.0032,15.9662,0.0038,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.19104,15.91747,-11.813,0.011,15.5608,0.0022,15.0713,0.0019,14.8557,0.0037,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.14219,15.91576,-8.44,0.142,19.2335,0.008,17.9795,0.0037,17.3494,0.0028,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.17446,15.91843,-12.071,0.011,15.2748,0.0031,14.8481,0.0014,14.6882,0.003,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.12706,15.91973,-12.622,0.01,14.7734,0.0014,14.2835,0.0058,14.1039,0.002,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.13957,15.91955,-12.363,0.01,15.1799,0.0021,14.3277,0.0031,13.943,0.0032,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.06479,15.9174,-8.95,0.031,18.4499,0.0031,17.7899,0.0038,17.4939,0.0078,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.12377,15.9188,-9.862,0.017,17.4538,0.0067,17.0746,0.0034,16.9086,0.0097,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.11511,15.91806,-8.864,0.037,18.5433,0.0057,18.0102,0.0041,17.7853,0.0107,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.21662,15.91938,-10.006,0.018,17.235,0.0038,17.0606,0.0019,17.0207,0.0059,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.08785,15.91971,-9.812,0.017,17.6038,0.0035,17.0696,0.0035,16.8376,0.0071,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.02394,15.92012,-11.0,0.011,16.4367,0.0027,15.8217,0.0029,15.5807,0.0047,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.13604,15.9198,-9.07,0.026,18.3085,0.015,17.6829,0.0054,17.3884,0.0041,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.19298,15.9213,-9.956,0.016,17.3983,0.0124,16.922,0.0029,16.7225,0.0043,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.08137,15.9204,-8.565,0.044,18.7381,0.0027,18.3446,0.0037,18.174,0.0098,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.20093,15.92201,-10.07,0.042,17.423,0.0053,16.5941,0.0027,16.269,0.0045,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.20171,15.92368,-9.76,0.037,17.617,0.0056,17.1328,0.003,16.9144,0.0049,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.19156,15.92595,-13.023,0.01,14.3519,0.0038,13.8092,0.0018,13.6433,0.001,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.20473,15.92712,-12.457,0.01,14.7351,0.0003,14.6477,0.0052,14.647,0.0075,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.19252,15.92364,-10.52,0.012,16.8131,0.0045,16.3706,0.0021,16.1796,0.0025,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.03515,15.92242,-8.343,0.052,19.2504,0.0095,18.3468,0.0064,17.9622,0.0049,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.18548,15.92222,-8.292,0.06,19.2104,0.0106,17.9962,0.0038,17.4437,0.0039,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.01989,15.92248,-8.106,0.062,19.4913,0.0151,18.5834,0.0081,18.1449,0.0117,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.25532,15.92305,-9.156,0.031,18.2735,0.0202,17.7784,0.0047,17.5443,0.0054,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.13778,15.92337,-9.117,0.032,18.4114,0.006,17.7237,0.0019,17.3944,0.0033,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.12694,15.92465,-10.62,0.012,16.7129,0.007,16.4048,0.0052,16.2751,0.0033,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.24838,15.92482,-10.727,0.012,16.9531,0.002,15.7317,0.0019,14.7697,0.0004,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.18545,15.92512,-9.953,0.015,17.384,0.0056,16.9299,0.002,16.7406,0.0043,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.01678,15.92284,-8.002,0.087,19.5484,0.0068,19.0321,0.0079,18.7704,0.0094,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.13435,15.92384,-8.733,0.04,21.9261,0.0106,20.6229,0.0234,19.9684,0.0062,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.01725,15.92513,-10.166,0.015,17.0723,0.0033,16.9289,0.0029,16.904,0.0042,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.24394,15.92514,-9.8,0.028,17.6335,0.0044,17.053,0.0017,16.8085,0.0039,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.22083,15.92558,-9.764,0.016,17.6457,0.0032,17.0249,0.0026,16.7478,0.0029,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.08374,15.92704,-11.823,0.01,,,,,,,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.14369,15.92442,-8.15,0.066,19.4671,0.0134,18.4238,0.0057,17.9856,0.0084,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.15681,15.92565,-9.485,0.022,18.029,0.0097,17.3318,0.0053,17.054,0.0144,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.2529,15.92484,-8.11,0.061,19.4648,0.0048,18.5375,0.0075,18.1238,0.002,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.03502,15.92651,-9.829,0.026,17.5715,0.0057,17.0039,0.0027,16.7337,0.0018,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.10837,15.92577,-8.175,0.06,19.5043,0.0082,18.3585,0.0059,17.7943,0.0053,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.0638,15.92827,-11.921,0.01,15.4312,0.0014,14.9988,0.0034,14.8021,0.0019,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.21291,15.92658,-9.33,0.026,18.0272,0.0092,17.5792,0.0028,17.3635,0.0035,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.10186,15.9263,-8.562,0.109,18.8517,0.007,18.334,0.0051,18.0956,0.0046,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.02886,15.92721,-10.07,0.015,17.308,0.0044,16.8212,0.0036,16.6041,0.003,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.11597,15.92936,-12.393,0.01,15.0346,0.0024,14.435,0.0033,14.1615,0.0022,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.24156,15.92734,-9.179,0.043,18.419,0.0029,17.3501,0.0023,16.8954,0.0026,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.24067,15.92902,-8.942,0.031,18.527,0.006,17.9032,0.0024,17.6141,0.0031,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.21197,15.92987,-12.086,0.011,15.2532,0.0006,14.8281,0.0043,14.6267,0.0011,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.21892,15.92806,-9.271,0.025,18.1325,0.0089,17.5315,0.0052,17.2293,0.0032,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.23301,15.93071,-12.247,0.01,15.109,0.0012,14.6818,0.0028,14.5117,0.0033,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.15184,15.93038,-9.888,0.029,17.5221,0.0039,16.9795,0.0021,16.732,0.0136,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.09396,15.92986,-8.937,0.031,18.4274,0.0092,17.9456,0.0056,17.7176,0.0001,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.18016,15.93346,-12.357,0.01,14.935,0.0024,14.6136,0.0033,14.4891,0.0042,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.03022,15.93067,-8.677,0.063,19.1331,0.0104,17.8228,0.008,17.0522,0.0039,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.02582,15.93298,-10.053,0.014,17.3195,0.0033,16.7959,0.004,16.5563,0.0042,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.11626,15.93469,-11.688,0.01,15.5663,0.0027,15.3616,0.0041,15.3109,0.002,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.17697,15.93258,-8.53,0.051,18.8261,0.0084,18.2001,0.0034,17.9029,0.0051,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.11846,15.93263,-8.435,0.054,19.1731,0.0055,18.2848,0.0048,17.8878,0.0119,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.06357,15.93407,-9.628,0.019,17.7411,0.0039,17.2643,0.0029,17.0482,0.0037,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.15476,15.93456,-9.455,0.02,17.9119,0.0037,17.4553,0.0022,17.2657,0.0057,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.1813,15.93594,-9.344,0.021,18.0022,0.0038,17.5507,0.0018,17.3502,0.0033,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.04917,15.9355,-8.517,0.046,19.2017,0.0142,17.8707,0.0028,17.0027,0.0045,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.08015,15.9356,-8.524,0.043,18.9115,0.0095,18.2484,0.0069,17.9726,0.0093,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
88.07756,15.93657,-9.341,0.024,18.0731,0.0059,17.5134,0.0046,17.2485,0.0178,ss_gd71,ut181218,outputcat_dao_ss_gd71.V.ut181218.3110_f_4_.dat,,
