ra,dec,insmag_V,insmagerr_V,g,dg,r,dr,i,di,field,utdate,filename,zpt,zpterr
244.62803,-0.01423,-9.528,0.044,21.2619,0.0253,19.9521,0.0095,18.9063,0.0052,ss_sf1615_001a,ut190724,outputcat_dao_ss_sf1615_001a.V.ut190724.3066_f_1_.dat,30.222951906515718,0.01
244.46267,-0.01156,-12.265,0.01,18.2249,0.0059,17.6449,0.0034,17.4,0.0025,ss_sf1615_001a,ut190724,outputcat_dao_ss_sf1615_001a.V.ut190724.3066_f_1_.dat,30.222951906515718,0.01
244.46476,-0.01152,-8.742,0.102,21.8541,0.097,20.6439,0.024,19.2048,0.0072,ss_sf1615_001a,ut190724,outputcat_dao_ss_sf1615_001a.V.ut190724.3066_f_1_.dat,30.222951906515718,0.01
244.48466,-0.01443,-8.613,0.279,21.9591,0.055,21.024,0.0285,19.8683,0.0086,ss_sf1615_001a,ut190724,outputcat_dao_ss_sf1615_001a.V.ut190724.3066_f_1_.dat,30.222951906515718,0.01
244.59513,-0.01219,-11.744,0.011,18.813,0.0057,18.1169,0.0026,17.7891,0.0032,ss_sf1615_001a,ut190724,outputcat_dao_ss_sf1615_001a.V.ut190724.3066_f_1_.dat,30.222951906515718,0.01
244.66534,-0.01313,-10.479,0.013,20.3536,0.0193,18.9954,0.0037,17.9828,0.0045,ss_sf1615_001a,ut190724,outputcat_dao_ss_sf1615_001a.V.ut190724.3066_f_1_.dat,30.222951906515718,0.01
244.63996,-0.01427,-8.882,0.032,21.882,0.0364,20.7476,0.0193,20.1413,0.0134,ss_sf1615_001a,ut190724,outputcat_dao_ss_sf1615_001a.V.ut190724.3066_f_1_.dat,30.222951906515718,0.01
244.46983,-0.01059,-12.658,0.01,17.8419,0.0044,17.2497,0.0031,17.0243,0.002,ss_sf1615_001a,ut190724,outputcat_dao_ss_sf1615_001a.V.ut190724.3066_f_1_.dat,30.222951906515718,0.01
244.49416,-0.0082,-12.94,0.01,17.5554,0.0034,16.9953,0.0028,16.7502,0.0017,ss_sf1615_001a,ut190724,outputcat_dao_ss_sf1615_001a.V.ut190724.3066_f_1_.dat,30.222951906515718,0.01
244.44588,-0.00633,-14.118,0.01,16.5315,0.0031,15.529,0.0021,15.1301,0.0018,ss_sf1615_001a,ut190724,outputcat_dao_ss_sf1615_001a.V.ut190724.3066_f_1_.dat,30.222951906515718,0.01
244.52073,-0.00756,-11.29,0.011,19.3376,0.0086,18.4099,0.0059,18.0105,0.0033,ss_sf1615_001a,ut190724,outputcat_dao_ss_sf1615_001a.V.ut190724.3066_f_1_.dat,30.222951906515718,0.01
244.57333,-0.00829,-10.175,0.015,20.3591,0.0128,19.707,0.0091,19.425,0.0061,ss_sf1615_001a,ut190724,outputcat_dao_ss_sf1615_001a.V.ut190724.3066_f_1_.dat,30.222951906515718,0.01
244.61318,-0.00898,-8.565,0.115,21.9921,0.0387,21.001,0.0211,20.0701,0.013,ss_sf1615_001a,ut190724,outputcat_dao_ss_sf1615_001a.V.ut190724.3066_f_1_.dat,30.222951906515718,0.01
244.53548,-0.00799,-9.584,0.033,20.9202,0.0272,20.3616,0.019,20.1766,0.011,ss_sf1615_001a,ut190724,outputcat_dao_ss_sf1615_001a.V.ut190724.3066_f_1_.dat,30.222951906515718,0.01
244.50911,-0.00654,-10.415,0.015,20.224,0.0203,19.2491,0.0055,18.806,0.0061,ss_sf1615_001a,ut190724,outputcat_dao_ss_sf1615_001a.V.ut190724.3066_f_1_.dat,30.222951906515718,0.01
244.50261,-0.00638,-9.825,0.079,20.9112,0.0207,19.6639,0.0093,18.463,0.004,ss_sf1615_001a,ut190724,outputcat_dao_ss_sf1615_001a.V.ut190724.3066_f_1_.dat,30.222951906515718,0.01
244.51487,-0.00278,-12.909,0.012,17.5484,0.0055,17.0643,0.0031,16.8745,0.0025,ss_sf1615_001a,ut190724,outputcat_dao_ss_sf1615_001a.V.ut190724.3066_f_1_.dat,30.222951906515718,0.01
244.65196,-0.00347,-11.771,0.019,18.8073,0.0055,17.9293,0.0031,17.5414,0.0032,ss_sf1615_001a,ut190724,outputcat_dao_ss_sf1615_001a.V.ut190724.3066_f_1_.dat,30.222951906515718,0.01
244.65039,-0.00255,-8.824,0.073,21.9176,0.0758,20.7186,0.019,19.7191,0.0084,ss_sf1615_001a,ut190724,outputcat_dao_ss_sf1615_001a.V.ut190724.3066_f_1_.dat,30.222951906515718,0.01
244.61993,-0.00227,-12.563,0.01,17.8696,0.005,17.4387,0.0027,17.2546,0.0038,ss_sf1615_001a,ut190724,outputcat_dao_ss_sf1615_001a.V.ut190724.3066_f_1_.dat,30.222951906515718,0.01
244.52819,-0.00237,-12.422,0.01,18.1194,0.0077,17.4511,0.0027,17.1572,0.0031,ss_sf1615_001a,ut190724,outputcat_dao_ss_sf1615_001a.V.ut190724.3066_f_1_.dat,30.222951906515718,0.01
244.56357,-0.0015,-11.834,0.02,18.9514,0.0056,17.7066,0.0032,16.7655,0.0022,ss_sf1615_001a,ut190724,outputcat_dao_ss_sf1615_001a.V.ut190724.3066_f_1_.dat,30.222951906515718,0.01
244.45758,-0.00213,-9.663,0.058,20.7606,0.0195,20.2733,0.0126,20.0464,0.0177,ss_sf1615_001a,ut190724,outputcat_dao_ss_sf1615_001a.V.ut190724.3066_f_1_.dat,30.222951906515718,0.01
244.55947,0.00223,-13.456,0.01,16.9875,0.0043,16.5604,0.0023,16.3815,0.0021,ss_sf1615_001a,ut190724,outputcat_dao_ss_sf1615_001a.V.ut190724.3066_f_1_.dat,30.222951906515718,0.01
244.57138,0.00549,-13.569,0.01,16.9431,0.0033,16.3887,0.0036,16.1459,0.0014,ss_sf1615_001a,ut190724,outputcat_dao_ss_sf1615_001a.V.ut190724.3066_f_1_.dat,30.222951906515718,0.01
244.50395,-0.00186,-8.856,0.046,21.7711,0.0644,20.6583,0.0199,19.978,0.0094,ss_sf1615_001a,ut190724,outputcat_dao_ss_sf1615_001a.V.ut190724.3066_f_1_.dat,30.222951906515718,0.01
244.66389,0.00448,-13.932,0.01,16.5541,0.0038,15.9623,0.0015,15.6748,0.0016,ss_sf1615_001a,ut190724,outputcat_dao_ss_sf1615_001a.V.ut190724.3066_f_1_.dat,30.222951906515718,0.01
244.58872,0.00105,-12.179,0.01,18.2796,0.004,17.8387,0.0025,17.6525,0.0032,ss_sf1615_001a,ut190724,outputcat_dao_ss_sf1615_001a.V.ut190724.3066_f_1_.dat,30.222951906515718,0.01
244.47793,0.00051,-11.216,0.012,19.165,0.007,18.8583,0.0034,18.7415,0.0051,ss_sf1615_001a,ut190724,outputcat_dao_ss_sf1615_001a.V.ut190724.3066_f_1_.dat,30.222951906515718,0.01
244.53309,0.00019,-9.936,0.273,20.7853,0.0225,19.6009,0.0064,18.9133,0.0063,ss_sf1615_001a,ut190724,outputcat_dao_ss_sf1615_001a.V.ut190724.3066_f_1_.dat,30.222951906515718,0.01
244.65696,-0.00071,-8.823,0.039,21.7362,0.0499,20.616,0.0171,19.1875,0.0051,ss_sf1615_001a,ut190724,outputcat_dao_ss_sf1615_001a.V.ut190724.3066_f_1_.dat,30.222951906515718,0.01
244.50119,0.0051,-13.894,0.01,16.5858,0.0039,16.0596,0.0015,15.8455,0.002,ss_sf1615_001a,ut190724,outputcat_dao_ss_sf1615_001a.V.ut190724.3066_f_1_.dat,30.222951906515718,0.01
244.6093,0.0034,-12.864,0.01,17.5399,0.0048,17.168,0.0025,17.0178,0.0024,ss_sf1615_001a,ut190724,outputcat_dao_ss_sf1615_001a.V.ut190724.3066_f_1_.dat,30.222951906515718,0.01
244.47847,0.00357,-12.737,0.01,17.7906,0.0051,17.1013,0.0027,16.8264,0.0017,ss_sf1615_001a,ut190724,outputcat_dao_ss_sf1615_001a.V.ut190724.3066_f_1_.dat,30.222951906515718,0.01
244.46934,0.00347,-12.478,0.01,18.1589,0.0051,17.1669,0.0034,16.7666,0.0025,ss_sf1615_001a,ut190724,outputcat_dao_ss_sf1615_001a.V.ut190724.3066_f_1_.dat,30.222951906515718,0.01
244.54004,0.00532,-11.864,0.01,18.5517,0.0051,18.1793,0.0065,18.0216,0.0027,ss_sf1615_001a,ut190724,outputcat_dao_ss_sf1615_001a.V.ut190724.3066_f_1_.dat,30.222951906515718,0.01
244.46358,0.00198,-9.136,0.033,21.6154,0.0593,20.4275,0.0148,19.5839,0.0073,ss_sf1615_001a,ut190724,outputcat_dao_ss_sf1615_001a.V.ut190724.3066_f_1_.dat,30.222951906515718,0.01
244.65317,0.00452,-11.345,0.021,19.39,0.0107,18.1525,0.0046,16.9855,0.0031,ss_sf1615_001a,ut190724,outputcat_dao_ss_sf1615_001a.V.ut190724.3066_f_1_.dat,30.222951906515718,0.01
244.582,0.00793,-12.231,0.01,18.5565,0.0091,17.3067,0.0032,16.5725,0.0023,ss_sf1615_001a,ut190724,outputcat_dao_ss_sf1615_001a.V.ut190724.3066_f_1_.dat,30.222951906515718,0.01
244.52638,0.00572,-10.006,0.072,20.7258,0.0208,19.5457,0.0098,18.7791,0.0036,ss_sf1615_001a,ut190724,outputcat_dao_ss_sf1615_001a.V.ut190724.3066_f_1_.dat,30.222951906515718,0.01
244.50575,0.00728,-12.318,0.01,18.1368,0.0041,17.6918,0.004,17.5197,0.0025,ss_sf1615_001a,ut190724,outputcat_dao_ss_sf1615_001a.V.ut190724.3066_f_1_.dat,30.222951906515718,0.01
244.52898,0.00657,-10.491,0.052,20.097,0.0116,19.2777,0.0101,18.8877,0.0039,ss_sf1615_001a,ut190724,outputcat_dao_ss_sf1615_001a.V.ut190724.3066_f_1_.dat,30.222951906515718,0.01
244.52097,0.00779,-11.427,0.011,19.0255,0.0086,18.528,0.0033,18.3228,0.0035,ss_sf1615_001a,ut190724,outputcat_dao_ss_sf1615_001a.V.ut190724.3066_f_1_.dat,30.222951906515718,0.01
244.46179,0.007,-9.049,0.284,21.6135,0.035,20.456,0.0155,19.0957,0.0054,ss_sf1615_001a,ut190724,outputcat_dao_ss_sf1615_001a.V.ut190724.3066_f_1_.dat,30.222951906515718,0.01
244.55902,0.00727,-9.186,0.06,21.4763,0.0683,20.3206,0.0175,19.2679,0.005,ss_sf1615_001a,ut190724,outputcat_dao_ss_sf1615_001a.V.ut190724.3066_f_1_.dat,30.222951906515718,0.01
244.50196,0.00802,-9.066,0.03,21.5725,0.041,20.7763,0.0243,20.4063,0.0166,ss_sf1615_001a,ut190724,outputcat_dao_ss_sf1615_001a.V.ut190724.3066_f_1_.dat,30.222951906515718,0.01
244.67498,0.01105,-13.383,0.01,17.1135,0.0026,16.4652,0.0021,16.1852,0.0022,ss_sf1615_001a,ut190724,outputcat_dao_ss_sf1615_001a.V.ut190724.3066_f_1_.dat,30.222951906515718,0.01
244.57824,0.00957,-10.228,0.019,20.4851,0.0239,19.3176,0.006,18.3386,0.0036,ss_sf1615_001a,ut190724,outputcat_dao_ss_sf1615_001a.V.ut190724.3066_f_1_.dat,30.222951906515718,0.01
244.63079,0.01374,-13.545,0.01,16.904,0.0026,16.4066,0.0016,16.1968,0.002,ss_sf1615_001a,ut190724,outputcat_dao_ss_sf1615_001a.V.ut190724.3066_f_1_.dat,30.222951906515718,0.01
244.46083,0.01159,-10.011,0.016,20.4494,0.0213,19.9891,0.009,19.7564,0.0121,ss_sf1615_001a,ut190724,outputcat_dao_ss_sf1615_001a.V.ut190724.3066_f_1_.dat,30.222951906515718,0.01
244.45209,0.01753,-14.29,0.01,16.1516,0.0022,15.7019,0.0017,15.5325,0.0025,ss_sf1615_001a,ut190724,outputcat_dao_ss_sf1615_001a.V.ut190724.3066_f_1_.dat,30.222951906515718,0.01
244.6286,0.01102,-8.703,0.046,21.9335,0.1024,20.7763,0.0176,19.5705,0.0084,ss_sf1615_001a,ut190724,outputcat_dao_ss_sf1615_001a.V.ut190724.3066_f_1_.dat,30.222951906515718,0.01
244.61269,0.01734,-14.477,0.01,15.9499,0.0034,15.499,0.0017,15.3194,0.0023,ss_sf1615_001a,ut190724,outputcat_dao_ss_sf1615_001a.V.ut190724.3066_f_1_.dat,30.222951906515718,0.01
244.53894,0.01513,-12.297,0.011,18.2557,0.005,17.5338,0.0044,17.2532,0.0021,ss_sf1615_001a,ut190724,outputcat_dao_ss_sf1615_001a.V.ut190724.3066_f_1_.dat,30.222951906515718,0.01
244.59523,0.01603,-12.058,0.01,18.4081,0.0062,17.8802,0.0038,17.6245,0.0023,ss_sf1615_001a,ut190724,outputcat_dao_ss_sf1615_001a.V.ut190724.3066_f_1_.dat,30.222951906515718,0.01
244.66097,0.01578,-11.296,0.011,19.1314,0.0081,18.7147,0.0055,18.5329,0.0053,ss_sf1615_001a,ut190724,outputcat_dao_ss_sf1615_001a.V.ut190724.3066_f_1_.dat,30.222951906515718,0.01
244.48897,0.01579,-11.444,0.011,19.1972,0.0076,18.1942,0.004,17.7622,0.0023,ss_sf1615_001a,ut190724,outputcat_dao_ss_sf1615_001a.V.ut190724.3066_f_1_.dat,30.222951906515718,0.01
244.48441,0.01576,-10.029,0.017,20.3589,0.0166,19.9112,0.0102,19.7113,0.0083,ss_sf1615_001a,ut190724,outputcat_dao_ss_sf1615_001a.V.ut190724.3066_f_1_.dat,30.222951906515718,0.01
244.45547,0.01632,-10.642,0.013,19.8578,0.007,19.19,0.0058,18.9145,0.0052,ss_sf1615_001a,ut190724,outputcat_dao_ss_sf1615_001a.V.ut190724.3066_f_1_.dat,30.222951906515718,0.01
244.63299,0.01621,-9.877,0.048,20.8367,0.026,19.6148,0.007,18.8526,0.0058,ss_sf1615_001a,ut190724,outputcat_dao_ss_sf1615_001a.V.ut190724.3066_f_1_.dat,30.222951906515718,0.01
244.48369,0.01854,-12.553,0.01,18.0662,0.0057,17.1269,0.0027,16.6774,0.0019,ss_sf1615_001a,ut190724,outputcat_dao_ss_sf1615_001a.V.ut190724.3066_f_1_.dat,30.222951906515718,0.01
244.52715,0.0176,-10.571,0.055,20.1222,0.0292,19.175,0.0065,18.7693,0.0052,ss_sf1615_001a,ut190724,outputcat_dao_ss_sf1615_001a.V.ut190724.3066_f_1_.dat,30.222951906515718,0.01
244.56864,0.01747,-9.383,0.027,21.1246,0.0275,20.4943,0.0158,20.2007,0.0176,ss_sf1615_001a,ut190724,outputcat_dao_ss_sf1615_001a.V.ut190724.3066_f_1_.dat,30.222951906515718,0.01
244.4405,0.01817,-9.542,0.024,21.2064,0.0281,20.0319,0.0136,19.4139,0.0074,ss_sf1615_001a,ut190724,outputcat_dao_ss_sf1615_001a.V.ut190724.3066_f_1_.dat,30.222951906515718,0.01
244.51306,0.01968,-10.969,0.027,19.6668,0.0163,18.7786,0.0078,18.4327,0.0067,ss_sf1615_001a,ut190724,outputcat_dao_ss_sf1615_001a.V.ut190724.3066_f_1_.dat,30.222951906515718,0.01
244.54161,0.02187,-11.562,0.016,18.9734,0.0114,18.2772,0.0049,17.9791,0.003,ss_sf1615_001a,ut190724,outputcat_dao_ss_sf1615_001a.V.ut190724.3066_f_1_.dat,30.222951906515718,0.01
244.45464,0.01985,-11.067,0.013,19.5245,0.0094,18.6447,0.0049,18.259,0.0026,ss_sf1615_001a,ut190724,outputcat_dao_ss_sf1615_001a.V.ut190724.3066_f_1_.dat,30.222951906515718,0.01
244.51089,0.01963,-10.005,0.017,20.4355,0.0369,20.0809,0.0164,19.9342,0.0109,ss_sf1615_001a,ut190724,outputcat_dao_ss_sf1615_001a.V.ut190724.3066_f_1_.dat,30.222951906515718,0.01
244.61335,0.02039,-10.37,0.016,20.0594,0.0112,19.5901,0.0066,19.3896,0.0077,ss_sf1615_001a,ut190724,outputcat_dao_ss_sf1615_001a.V.ut190724.3066_f_1_.dat,30.222951906515718,0.01
244.67089,0.02417,-12.959,0.016,17.4685,0.004,16.9998,0.0025,16.8088,0.0019,ss_sf1615_001a,ut190724,outputcat_dao_ss_sf1615_001a.V.ut190724.3066_f_1_.dat,30.222951906515718,0.01
244.46863,0.02158,-11.001,0.012,19.4096,0.0082,19.0017,0.0054,18.8263,0.0065,ss_sf1615_001a,ut190724,outputcat_dao_ss_sf1615_001a.V.ut190724.3066_f_1_.dat,30.222951906515718,0.01
244.51542,0.02351,-11.25,0.02,19.144,0.0138,18.8122,0.0055,18.6928,0.0047,ss_sf1615_001a,ut190724,outputcat_dao_ss_sf1615_001a.V.ut190724.3066_f_1_.dat,30.222951906515718,0.01
244.44367,0.02446,-9.699,0.02,21.1169,0.02,19.7715,0.0106,18.6751,0.0047,ss_sf1615_001a,ut190724,outputcat_dao_ss_sf1615_001a.V.ut190724.3066_f_1_.dat,30.222951906515718,0.01
244.44165,0.0245,-10.034,0.022,20.6997,0.0239,19.4399,0.0084,18.1162,0.0047,ss_sf1615_001a,ut190724,outputcat_dao_ss_sf1615_001a.V.ut190724.3066_f_1_.dat,30.222951906515718,0.01
244.61715,0.0255,-13.349,0.01,17.1577,0.0031,16.4606,0.0018,16.168,0.0023,ss_sf1615_001a,ut190724,outputcat_dao_ss_sf1615_001a.V.ut190724.3066_f_1_.dat,30.222951906515718,0.01
244.66314,0.0257,-13.191,0.01,17.2199,0.0035,16.7825,0.0017,16.6014,0.002,ss_sf1615_001a,ut190724,outputcat_dao_ss_sf1615_001a.V.ut190724.3066_f_1_.dat,30.222951906515718,0.01
244.6399,0.02497,-11.768,0.01,18.6753,0.0044,18.1309,0.0027,17.9189,0.004,ss_sf1615_001a,ut190724,outputcat_dao_ss_sf1615_001a.V.ut190724.3066_f_1_.dat,30.222951906515718,0.01
244.50779,0.02432,-10.801,0.015,19.6125,0.0108,19.2576,0.0076,19.1011,0.0044,ss_sf1615_001a,ut190724,outputcat_dao_ss_sf1615_001a.V.ut190724.3066_f_1_.dat,30.222951906515718,0.01
244.50537,0.02455,-11.016,0.011,19.5139,0.0106,18.8445,0.0058,18.5346,0.0036,ss_sf1615_001a,ut190724,outputcat_dao_ss_sf1615_001a.V.ut190724.3066_f_1_.dat,30.222951906515718,0.01
244.56058,0.03064,-14.767,0.01,15.6365,0.004,15.2656,0.0019,15.0856,0.0016,ss_sf1615_001a,ut190724,outputcat_dao_ss_sf1615_001a.V.ut190724.3066_f_1_.dat,30.222951906515718,0.01
244.62681,0.0253,-10.95,0.013,19.7857,0.0131,18.5582,0.0038,17.3946,0.0018,ss_sf1615_001a,ut190724,outputcat_dao_ss_sf1615_001a.V.ut190724.3066_f_1_.dat,30.222951906515718,0.01
244.5903,0.02782,-13.063,0.01,17.3834,0.0027,16.8949,0.0024,16.7135,0.0017,ss_sf1615_001a,ut190724,outputcat_dao_ss_sf1615_001a.V.ut190724.3066_f_1_.dat,30.222951906515718,0.01
244.65882,0.02463,-9.482,0.147,21.2777,0.0427,20.0331,0.0081,19.0199,0.0053,ss_sf1615_001a,ut190724,outputcat_dao_ss_sf1615_001a.V.ut190724.3066_f_1_.dat,30.222951906515718,0.01
244.49402,0.02631,-11.898,0.01,18.8651,0.0088,17.6012,0.0026,16.8718,0.0014,ss_sf1615_001a,ut190724,outputcat_dao_ss_sf1615_001a.V.ut190724.3066_f_1_.dat,30.222951906515718,0.01
244.57892,0.02572,-10.403,0.019,20.361,0.0091,19.081,0.0063,17.7995,0.0026,ss_sf1615_001a,ut190724,outputcat_dao_ss_sf1615_001a.V.ut190724.3066_f_1_.dat,30.222951906515718,0.01
244.5574,0.02587,-9.482,0.024,20.9693,0.0972,20.3484,0.0094,19.9323,0.0099,ss_sf1615_001a,ut190724,outputcat_dao_ss_sf1615_001a.V.ut190724.3066_f_1_.dat,30.222951906515718,0.01
244.55535,0.02645,-9.163,0.031,21.5383,0.0392,20.3399,0.0228,19.3432,0.0075,ss_sf1615_001a,ut190724,outputcat_dao_ss_sf1615_001a.V.ut190724.3066_f_1_.dat,30.222951906515718,0.01
244.52094,0.02836,-11.873,0.01,18.9032,0.0077,17.6367,0.0017,16.6452,0.0028,ss_sf1615_001a,ut190724,outputcat_dao_ss_sf1615_001a.V.ut190724.3066_f_1_.dat,30.222951906515718,0.01
244.5936,0.02629,-8.935,0.038,21.5378,0.0284,20.9349,0.0277,20.6043,0.0196,ss_sf1615_001a,ut190724,outputcat_dao_ss_sf1615_001a.V.ut190724.3066_f_1_.dat,30.222951906515718,0.01
244.49096,0.0276,-11.013,0.011,19.3705,0.008,19.0006,0.0048,18.8385,0.0089,ss_sf1615_001a,ut190724,outputcat_dao_ss_sf1615_001a.V.ut190724.3066_f_1_.dat,30.222951906515718,0.01
244.4717,0.02888,-11.819,0.01,18.5451,0.0055,18.2162,0.0033,18.082,0.0034,ss_sf1615_001a,ut190724,outputcat_dao_ss_sf1615_001a.V.ut190724.3066_f_1_.dat,30.222951906515718,0.01
244.468,0.02858,-10.68,0.013,19.9617,0.0189,19.0007,0.0054,18.5766,0.0058,ss_sf1615_001a,ut190724,outputcat_dao_ss_sf1615_001a.V.ut190724.3066_f_1_.dat,30.222951906515718,0.01
244.46221,0.02782,-9.106,0.03,21.5227,0.0576,20.3753,0.0105,18.8503,0.0043,ss_sf1615_001a,ut190724,outputcat_dao_ss_sf1615_001a.V.ut190724.3066_f_1_.dat,30.222951906515718,0.01
244.56016,0.03438,-13.907,0.01,16.5395,0.0033,16.0923,0.003,15.9184,0.0015,ss_sf1615_001a,ut190724,outputcat_dao_ss_sf1615_001a.V.ut190724.3066_f_1_.dat,30.222951906515718,0.01
244.49236,0.02948,-10.076,0.017,20.4283,0.0197,19.8278,0.007,19.574,0.0115,ss_sf1615_001a,ut190724,outputcat_dao_ss_sf1615_001a.V.ut190724.3066_f_1_.dat,30.222951906515718,0.01
244.50759,0.03152,-11.854,0.011,18.5541,0.0056,18.1783,0.0034,18.0252,0.0032,ss_sf1615_001a,ut190724,outputcat_dao_ss_sf1615_001a.V.ut190724.3066_f_1_.dat,30.222951906515718,0.01
244.6664,0.02979,-9.953,0.017,20.4866,0.0213,19.9281,0.0099,19.6583,0.0079,ss_sf1615_001a,ut190724,outputcat_dao_ss_sf1615_001a.V.ut190724.3066_f_1_.dat,30.222951906515718,0.01
244.6271,0.03039,-10.165,0.016,20.1576,0.0135,19.8384,0.0098,19.6628,0.012,ss_sf1615_001a,ut190724,outputcat_dao_ss_sf1615_001a.V.ut190724.3066_f_1_.dat,30.222951906515718,0.01
244.60377,0.03153,-9.696,0.02,20.905,0.0299,19.9065,0.0112,19.4464,0.0083,ss_sf1615_001a,ut190724,outputcat_dao_ss_sf1615_001a.V.ut190724.3066_f_1_.dat,30.222951906515718,0.01
244.58421,0.03194,-9.312,0.24,21.1231,0.0217,20.5308,0.016,20.3206,0.0121,ss_sf1615_001a,ut190724,outputcat_dao_ss_sf1615_001a.V.ut190724.3066_f_1_.dat,30.222951906515718,0.01
244.53435,0.03371,-10.524,0.039,20.158,0.0204,19.0596,0.0084,18.4879,0.0042,ss_sf1615_001a,ut190724,outputcat_dao_ss_sf1615_001a.V.ut190724.3066_f_1_.dat,30.222951906515718,0.01
244.55682,0.03468,-10.956,0.011,19.7551,0.0169,18.6599,0.0059,18.1703,0.0029,ss_sf1615_001a,ut190724,outputcat_dao_ss_sf1615_001a.V.ut190724.3066_f_1_.dat,30.222951906515718,0.01
244.64226,0.03542,-11.2,0.011,19.1461,0.0054,18.79,0.0041,18.6432,0.0072,ss_sf1615_001a,ut190724,outputcat_dao_ss_sf1615_001a.V.ut190724.3066_f_1_.dat,30.222951906515718,0.01
244.47515,0.03495,-9.398,0.023,21.2552,0.0606,20.1221,0.0082,19.47,0.0076,ss_sf1615_001a,ut190724,outputcat_dao_ss_sf1615_001a.V.ut190724.3066_f_1_.dat,30.222951906515718,0.01
244.4645,0.03506,-9.443,0.021,20.8739,0.0167,20.5262,0.0137,20.3916,0.011,ss_sf1615_001a,ut190724,outputcat_dao_ss_sf1615_001a.V.ut190724.3066_f_1_.dat,30.222951906515718,0.01
244.47692,0.03724,-11.433,0.011,19.0475,0.0078,18.4003,0.0034,18.1273,0.0039,ss_sf1615_001a,ut190724,outputcat_dao_ss_sf1615_001a.V.ut190724.3066_f_1_.dat,30.222951906515718,0.01
244.67021,0.03888,-12.387,0.01,18.0833,0.0038,17.5015,0.0025,17.253,0.0024,ss_sf1615_001a,ut190724,outputcat_dao_ss_sf1615_001a.V.ut190724.3066_f_1_.dat,30.222951906515718,0.01
244.63611,0.03727,-10.028,0.016,20.7587,0.0249,19.4273,0.0068,17.7678,0.0027,ss_sf1615_001a,ut190724,outputcat_dao_ss_sf1615_001a.V.ut190724.3066_f_1_.dat,30.222951906515718,0.01
244.5498,0.03757,-10.62,0.016,19.9772,0.0125,19.0708,0.0155,18.7192,0.004,ss_sf1615_001a,ut190724,outputcat_dao_ss_sf1615_001a.V.ut190724.3066_f_1_.dat,30.222951906515718,0.01
244.65542,0.03784,-9.533,0.021,20.9481,0.0412,20.427,0.0149,20.2165,0.013,ss_sf1615_001a,ut190724,outputcat_dao_ss_sf1615_001a.V.ut190724.3066_f_1_.dat,30.222951906515718,0.01
244.51953,0.04432,-14.428,0.01,15.9761,0.0012,15.6009,0.0017,15.4345,0.0014,ss_sf1615_001a,ut190724,outputcat_dao_ss_sf1615_001a.V.ut190724.3066_f_1_.dat,30.222951906515718,0.01
244.57491,0.04206,-13.432,0.01,17.0431,0.0042,16.4606,0.0024,16.2176,0.0018,ss_sf1615_001a,ut190724,outputcat_dao_ss_sf1615_001a.V.ut190724.3066_f_1_.dat,30.222951906515718,0.01
244.44034,0.03905,-9.472,0.045,20.9989,0.0351,20.431,0.0175,20.1856,0.0143,ss_sf1615_001a,ut190724,outputcat_dao_ss_sf1615_001a.V.ut190724.3066_f_1_.dat,30.222951906515718,0.01
244.5043,0.03972,-9.002,0.063,21.6996,0.0548,20.5923,0.014,19.9463,0.0143,ss_sf1615_001a,ut190724,outputcat_dao_ss_sf1615_001a.V.ut190724.3066_f_1_.dat,30.222951906515718,0.01
244.54327,0.03913,-8.597,0.184,21.8834,0.1269,20.9897,0.0332,20.3418,0.0176,ss_sf1615_001a,ut190724,outputcat_dao_ss_sf1615_001a.V.ut190724.3066_f_1_.dat,30.222951906515718,0.01
244.51681,0.03992,-8.983,0.382,21.8352,0.1421,20.5992,0.0285,19.666,0.0113,ss_sf1615_001a,ut190724,outputcat_dao_ss_sf1615_001a.V.ut190724.3066_f_1_.dat,30.222951906515718,0.01
244.56609,0.03941,-8.454,0.053,21.9415,0.1803,21.1373,0.039,19.6276,0.0114,ss_sf1615_001a,ut190724,outputcat_dao_ss_sf1615_001a.V.ut190724.3066_f_1_.dat,30.222951906515718,0.01
244.43769,0.04392,-12.023,0.01,18.7287,0.0108,17.5019,0.0037,16.7276,0.0022,ss_sf1615_001a,ut190724,outputcat_dao_ss_sf1615_001a.V.ut190724.3066_f_1_.dat,30.222951906515718,0.01
244.66241,0.04125,-9.074,0.044,21.6031,0.0673,20.4544,0.0161,19.2393,0.0069,ss_sf1615_001a,ut190724,outputcat_dao_ss_sf1615_001a.V.ut190724.3066_f_1_.dat,30.222951906515718,0.01
244.49744,0.04256,-10.676,0.013,19.6599,0.0125,19.3628,0.0093,19.2169,0.0059,ss_sf1615_001a,ut190724,outputcat_dao_ss_sf1615_001a.V.ut190724.3066_f_1_.dat,30.222951906515718,0.01
244.6186,0.04453,-12.276,0.013,18.2522,0.0065,17.4348,0.0026,17.0844,0.0022,ss_sf1615_001a,ut190724,outputcat_dao_ss_sf1615_001a.V.ut190724.3066_f_1_.dat,30.222951906515718,0.01
244.49188,0.04328,-8.855,0.038,21.8342,0.0476,20.5966,0.0211,18.9713,0.0076,ss_sf1615_001a,ut190724,outputcat_dao_ss_sf1615_001a.V.ut190724.3066_f_1_.dat,30.222951906515718,0.01
