ra,dec,insmag_B,insmagerr_B,g,dg,r,dr,i,di,field,utdate,filename,zpt,zpterr
88.14358,16.01373,-8.479,0.016,16.8012,0.0046,16.2335,0.0017,15.9804,0.0052,ss_gd71,ut171115,outputcat_dao_ss_gd71.B.ut171115.4119_f_4_.dat,25.727787232768165,0.01
88.05785,16.01261,-6.679,0.065,18.9506,0.0166,18.8429,0.0067,18.8477,0.0068,ss_gd71,ut171115,outputcat_dao_ss_gd71.B.ut171115.4119_f_4_.dat,25.727787232768165,0.01
88.21807,16.01304,-6.671,0.1,18.7262,0.0092,18.2638,0.0044,18.055,0.0057,ss_gd71,ut171115,outputcat_dao_ss_gd71.B.ut171115.4119_f_4_.dat,25.727787232768165,0.01
88.10567,16.01392,-7.793,0.026,17.5654,0.006,17.1031,0.0022,16.8946,0.0068,ss_gd71,ut171115,outputcat_dao_ss_gd71.B.ut171115.4119_f_4_.dat,25.727787232768165,0.01
88.10543,16.01586,-9.472,0.011,15.7023,0.003,14.9343,0.002,14.5636,0.0016,ss_gd71,ut171115,outputcat_dao_ss_gd71.B.ut171115.4119_f_4_.dat,25.727787232768165,0.01
88.01251,16.01505,-9.387,0.011,16.1404,0.0034,15.7982,0.0014,15.6518,0.004,ss_gd71,ut171115,outputcat_dao_ss_gd71.B.ut171115.4119_f_4_.dat,25.727787232768165,0.01
88.15956,16.01718,-10.696,0.013,14.6794,0.0014,14.2187,0.001,14.0484,0.0012,ss_gd71,ut171115,outputcat_dao_ss_gd71.B.ut171115.4119_f_4_.dat,25.727787232768165,0.01
88.15066,16.01508,-8.781,0.014,,,21.0629,0.3016,,,ss_gd71,ut171115,outputcat_dao_ss_gd71.B.ut171115.4119_f_4_.dat,25.727787232768165,0.01
88.1413,16.01504,-7.786,0.023,17.6045,0.0028,17.1985,0.0022,17.0214,0.0039,ss_gd71,ut171115,outputcat_dao_ss_gd71.B.ut171115.4119_f_4_.dat,25.727787232768165,0.01
88.07214,16.01639,-9.326,0.012,16.0827,0.0064,15.8064,0.0021,15.6835,0.0014,ss_gd71,ut171115,outputcat_dao_ss_gd71.B.ut171115.4119_f_4_.dat,25.727787232768165,0.01
88.11256,16.01562,-8.31,0.029,17.0009,0.0016,16.4957,0.0019,16.2716,0.0049,ss_gd71,ut171115,outputcat_dao_ss_gd71.B.ut171115.4119_f_4_.dat,25.727787232768165,0.01
88.01848,16.01554,-6.93,0.048,18.6045,0.0111,18.176,0.0045,18.0043,0.0091,ss_gd71,ut171115,outputcat_dao_ss_gd71.B.ut171115.4119_f_4_.dat,25.727787232768165,0.01
88.13698,16.01577,-6.132,0.242,18.9489,0.0049,18.155,0.0039,17.8031,0.0037,ss_gd71,ut171115,outputcat_dao_ss_gd71.B.ut171115.4119_f_4_.dat,25.727787232768165,0.01
88.15602,16.01926,-11.037,0.01,14.3982,0.0008,14.0834,0.0053,13.9474,0.0049,ss_gd71,ut171115,outputcat_dao_ss_gd71.B.ut171115.4119_f_4_.dat,25.727787232768165,0.01
88.11567,16.01688,-6.687,0.145,18.2475,0.0078,17.0336,0.0035,16.4509,0.0046,ss_gd71,ut171115,outputcat_dao_ss_gd71.B.ut171115.4119_f_4_.dat,25.727787232768165,0.01
88.03339,16.01759,-7.616,0.026,17.7608,0.0078,17.1767,0.0024,16.9434,0.0054,ss_gd71,ut171115,outputcat_dao_ss_gd71.B.ut171115.4119_f_4_.dat,25.727787232768165,0.01
88.06929,16.01785,-7.898,0.022,17.4891,0.0089,17.1039,0.0047,16.9285,0.0039,ss_gd71,ut171115,outputcat_dao_ss_gd71.B.ut171115.4119_f_4_.dat,25.727787232768165,0.01
88.21369,16.01922,-9.689,0.011,15.57,0.0013,14.7744,0.0023,14.3929,0.0024,ss_gd71,ut171115,outputcat_dao_ss_gd71.B.ut171115.4119_f_4_.dat,25.727787232768165,0.01
88.18758,16.01807,-6.889,0.047,18.2995,0.0022,17.6502,0.0028,17.3772,0.0028,ss_gd71,ut171115,outputcat_dao_ss_gd71.B.ut171115.4119_f_4_.dat,25.727787232768165,0.01
88.11401,16.02167,-11.261,0.01,14.1577,0.0025,13.8083,0.001,13.9505,0.0014,ss_gd71,ut171115,outputcat_dao_ss_gd71.B.ut171115.4119_f_4_.dat,25.727787232768165,0.01
88.1149,16.01999,-7.313,0.076,17.9822,0.0031,17.3662,0.0029,17.0876,0.008,ss_gd71,ut171115,outputcat_dao_ss_gd71.B.ut171115.4119_f_4_.dat,25.727787232768165,0.01
88.1129,16.02319,-7.504,0.178,17.9727,0.004,17.7204,0.0032,17.6275,0.0045,ss_gd71,ut171115,outputcat_dao_ss_gd71.B.ut171115.4119_f_4_.dat,25.727787232768165,0.01
88.10571,16.01869,-7.013,0.044,18.3585,0.0061,18.0861,0.0059,17.976,0.0039,ss_gd71,ut171115,outputcat_dao_ss_gd71.B.ut171115.4119_f_4_.dat,25.727787232768165,0.01
88.13277,16.01883,-6.671,0.06,18.7342,0.0078,18.3424,0.0065,18.1861,0.0081,ss_gd71,ut171115,outputcat_dao_ss_gd71.B.ut171115.4119_f_4_.dat,25.727787232768165,0.01
88.07561,16.02049,-8.791,0.015,16.3167,0.0037,15.4822,0.0019,15.0835,0.0015,ss_gd71,ut171115,outputcat_dao_ss_gd71.B.ut171115.4119_f_4_.dat,25.727787232768165,0.01
88.22967,16.01962,-6.932,0.07,18.3435,0.0078,17.6151,0.0071,17.3148,0.0069,ss_gd71,ut171115,outputcat_dao_ss_gd71.B.ut171115.4119_f_4_.dat,25.727787232768165,0.01
88.03352,16.01964,-6.392,0.151,19.1255,0.0165,18.4276,0.0071,18.1292,0.0101,ss_gd71,ut171115,outputcat_dao_ss_gd71.B.ut171115.4119_f_4_.dat,25.727787232768165,0.01
88.13116,16.02262,-10.513,0.011,14.9946,0.0011,14.8424,0.0018,14.82,0.0034,ss_gd71,ut171115,outputcat_dao_ss_gd71.B.ut171115.4119_f_4_.dat,25.727787232768165,0.01
88.23814,16.02411,-11.012,0.01,14.5708,0.003,14.299,0.0024,14.2126,0.006,ss_gd71,ut171115,outputcat_dao_ss_gd71.B.ut171115.4119_f_4_.dat,25.727787232768165,0.01
88.18065,16.02187,-7.043,0.045,18.3058,0.002,17.7815,0.004,17.5453,0.0024,ss_gd71,ut171115,outputcat_dao_ss_gd71.B.ut171115.4119_f_4_.dat,25.727787232768165,0.01
88.06161,16.02328,-9.218,0.012,16.0299,0.0005,15.3595,0.0029,15.0842,0.0012,ss_gd71,ut171115,outputcat_dao_ss_gd71.B.ut171115.4119_f_4_.dat,25.727787232768165,0.01
88.02471,15.76374,-11.166,0.016,14.5678,0.0021,14.1353,0.0053,13.9005,0.0114,ss_gd71,ut171115,outputcat_dao_ss_gd71.B.ut171115.4120_f_4_.dat,26.158787232768162,0.01
88.00119,15.76392,-7.783,0.037,17.8695,0.0036,17.0986,0.0023,16.7826,0.003,ss_gd71,ut171115,outputcat_dao_ss_gd71.B.ut171115.4120_f_4_.dat,26.158787232768162,0.01
88.04864,15.76526,-8.248,0.025,17.4434,0.0037,16.9178,0.0019,16.6887,0.0074,ss_gd71,ut171115,outputcat_dao_ss_gd71.B.ut171115.4120_f_4_.dat,26.158787232768162,0.01
87.99475,15.76473,-8.597,0.021,17.113,0.0042,16.5821,0.0025,16.322,0.005,ss_gd71,ut171115,outputcat_dao_ss_gd71.B.ut171115.4120_f_4_.dat,26.158787232768162,0.01
88.11856,15.76434,-7.961,0.027,17.7929,0.005,17.0215,0.0039,16.7025,0.0035,ss_gd71,ut171115,outputcat_dao_ss_gd71.B.ut171115.4120_f_4_.dat,26.158787232768162,0.01
88.12006,15.76553,-7.446,0.036,18.5787,0.0057,17.983,0.0034,17.7312,0.0096,ss_gd71,ut171115,outputcat_dao_ss_gd71.B.ut171115.4120_f_4_.dat,26.158787232768162,0.01
88.02009,15.76456,-7.894,0.03,17.8538,0.0042,17.3789,0.0036,17.1705,0.002,ss_gd71,ut171115,outputcat_dao_ss_gd71.B.ut171115.4120_f_4_.dat,26.158787232768162,0.01
88.13024,15.76544,-7.782,0.035,18.0357,0.0147,17.5858,0.0033,17.3888,0.0044,ss_gd71,ut171115,outputcat_dao_ss_gd71.B.ut171115.4120_f_4_.dat,26.158787232768162,0.01
88.09129,15.76594,-7.499,0.033,18.2542,0.0018,17.8103,0.0022,17.5991,0.0125,ss_gd71,ut171115,outputcat_dao_ss_gd71.B.ut171115.4120_f_4_.dat,26.158787232768162,0.01
88.01331,15.76822,-9.78,0.013,16.0361,0.0107,15.6473,0.0026,15.452,0.0032,ss_gd71,ut171115,outputcat_dao_ss_gd71.B.ut171115.4120_f_4_.dat,26.158787232768162,0.01
88.07879,15.76676,-7.963,0.023,17.7805,0.004,17.4315,0.003,17.2686,0.0042,ss_gd71,ut171115,outputcat_dao_ss_gd71.B.ut171115.4120_f_4_.dat,26.158787232768162,0.01
88.18589,15.76698,-7.655,0.028,18.2277,0.0125,17.8155,0.0028,17.6378,0.0067,ss_gd71,ut171115,outputcat_dao_ss_gd71.B.ut171115.4120_f_4_.dat,26.158787232768162,0.01
88.19767,15.76815,-9.342,0.014,16.488,0.0023,15.9238,0.002,15.6765,0.0058,ss_gd71,ut171115,outputcat_dao_ss_gd71.B.ut171115.4120_f_4_.dat,26.158787232768162,0.01
88.09947,15.76735,-6.963,0.073,18.6985,0.0094,18.1096,0.0058,17.8499,0.0056,ss_gd71,ut171115,outputcat_dao_ss_gd71.B.ut171115.4120_f_4_.dat,26.158787232768162,0.01
88.15951,15.76742,-7.106,0.049,18.7989,0.0088,18.2839,0.0061,18.0218,0.0034,ss_gd71,ut171115,outputcat_dao_ss_gd71.B.ut171115.4120_f_4_.dat,26.158787232768162,0.01
88.03833,15.76872,-8.546,0.015,17.354,0.0075,17.0619,0.002,16.9476,0.0052,ss_gd71,ut171115,outputcat_dao_ss_gd71.B.ut171115.4120_f_4_.dat,26.158787232768162,0.01
88.16858,15.76876,-8.717,0.015,17.1993,0.0046,16.8608,0.002,16.7092,0.0057,ss_gd71,ut171115,outputcat_dao_ss_gd71.B.ut171115.4120_f_4_.dat,26.158787232768162,0.01
88.1054,15.7679,-6.891,0.072,18.9768,0.0086,18.4042,0.0043,18.1478,0.0091,ss_gd71,ut171115,outputcat_dao_ss_gd71.B.ut171115.4120_f_4_.dat,26.158787232768162,0.01
88.23488,15.76855,-6.568,0.081,19.4403,0.0111,18.9898,0.0065,18.7925,0.0185,ss_gd71,ut171115,outputcat_dao_ss_gd71.B.ut171115.4120_f_4_.dat,26.158787232768162,0.01
87.99462,15.77052,-7.623,0.039,18.1748,0.0045,17.7085,0.0048,17.4769,0.0062,ss_gd71,ut171115,outputcat_dao_ss_gd71.B.ut171115.4120_f_4_.dat,26.158787232768162,0.01
88.01105,15.77017,-7.998,0.023,17.6696,0.0099,17.0785,0.0021,16.8238,0.0028,ss_gd71,ut171115,outputcat_dao_ss_gd71.B.ut171115.4120_f_4_.dat,26.158787232768162,0.01
88.10706,15.76998,-7.501,0.036,18.0684,0.01,17.0977,0.0023,16.6674,0.0022,ss_gd71,ut171115,outputcat_dao_ss_gd71.B.ut171115.4120_f_4_.dat,26.158787232768162,0.01
88.23582,15.77123,-8.421,0.021,17.4095,0.0027,16.922,0.002,16.7147,0.0036,ss_gd71,ut171115,outputcat_dao_ss_gd71.B.ut171115.4120_f_4_.dat,26.158787232768162,0.01
88.22476,15.77063,-6.995,0.483,18.7619,0.0264,18.0577,0.0088,17.7552,0.0058,ss_gd71,ut171115,outputcat_dao_ss_gd71.B.ut171115.4120_f_4_.dat,26.158787232768162,0.01
88.04996,15.77038,-6.895,0.085,18.9657,0.0074,18.5035,0.006,18.3119,0.0109,ss_gd71,ut171115,outputcat_dao_ss_gd71.B.ut171115.4120_f_4_.dat,26.158787232768162,0.01
88.14953,15.77135,-8.387,0.02,17.2667,0.0032,16.2843,0.0016,15.8571,0.0034,ss_gd71,ut171115,outputcat_dao_ss_gd71.B.ut171115.4120_f_4_.dat,26.158787232768162,0.01
88.03693,15.77462,-10.978,0.01,14.871,0.0031,14.5241,0.0012,14.3915,0.0017,ss_gd71,ut171115,outputcat_dao_ss_gd71.B.ut171115.4120_f_4_.dat,26.158787232768162,0.01
88.00809,15.77263,-8.763,0.024,17.0899,0.0033,16.717,0.0011,16.5605,0.0025,ss_gd71,ut171115,outputcat_dao_ss_gd71.B.ut171115.4120_f_4_.dat,26.158787232768162,0.01
88.16845,15.77261,-8.606,0.019,17.1064,0.0034,16.3151,0.0019,15.9671,0.004,ss_gd71,ut171115,outputcat_dao_ss_gd71.B.ut171115.4120_f_4_.dat,26.158787232768162,0.01
88.01379,15.77165,-7.19,0.039,18.4746,0.0067,17.6804,0.0023,17.3434,0.0016,ss_gd71,ut171115,outputcat_dao_ss_gd71.B.ut171115.4120_f_4_.dat,26.158787232768162,0.01
88.07295,15.77318,-9.088,0.012,16.4753,0.0122,15.5773,0.0016,15.2168,0.0032,ss_gd71,ut171115,outputcat_dao_ss_gd71.B.ut171115.4120_f_4_.dat,26.158787232768162,0.01
88.14628,15.77385,-8.64,0.017,17.3454,0.0077,16.9996,0.0023,16.8635,0.0046,ss_gd71,ut171115,outputcat_dao_ss_gd71.B.ut171115.4120_f_4_.dat,26.158787232768162,0.01
88.20404,15.77268,-6.836,0.163,19.1077,0.0143,18.515,0.0063,18.2725,0.0065,ss_gd71,ut171115,outputcat_dao_ss_gd71.B.ut171115.4120_f_4_.dat,26.158787232768162,0.01
88.20707,15.77356,-7.168,0.064,18.7079,0.0028,18.0484,0.0019,17.7713,0.0049,ss_gd71,ut171115,outputcat_dao_ss_gd71.B.ut171115.4120_f_4_.dat,26.158787232768162,0.01
87.99428,15.77481,-7.87,0.037,17.9557,0.0038,17.5678,0.003,17.3937,0.0054,ss_gd71,ut171115,outputcat_dao_ss_gd71.B.ut171115.4120_f_4_.dat,26.158787232768162,0.01
88.04911,15.7763,-9.658,0.011,16.1077,0.0051,15.6087,0.0015,15.3832,0.0018,ss_gd71,ut171115,outputcat_dao_ss_gd71.B.ut171115.4120_f_4_.dat,26.158787232768162,0.01
88.21712,15.77658,-8.902,0.028,16.9176,0.005,16.4191,0.0033,16.2051,0.0095,ss_gd71,ut171115,outputcat_dao_ss_gd71.B.ut171115.4120_f_4_.dat,26.158787232768162,0.01
88.04581,15.7765,-8.258,0.038,17.4767,0.0037,17.0237,0.0024,16.8241,0.0021,ss_gd71,ut171115,outputcat_dao_ss_gd71.B.ut171115.4120_f_4_.dat,26.158787232768162,0.01
88.20639,15.77674,-8.225,0.018,17.4294,0.0005,16.5442,0.0024,16.1668,0.0121,ss_gd71,ut171115,outputcat_dao_ss_gd71.B.ut171115.4120_f_4_.dat,26.158787232768162,0.01
88.02016,15.7781,-9.751,0.011,16.0923,0.0036,15.7539,0.0019,15.6147,0.0016,ss_gd71,ut171115,outputcat_dao_ss_gd71.B.ut171115.4120_f_4_.dat,26.158787232768162,0.01
88.00722,15.77878,-9.673,0.011,15.8921,0.0029,14.7852,0.0015,14.2829,0.0027,ss_gd71,ut171115,outputcat_dao_ss_gd71.B.ut171115.4120_f_4_.dat,26.158787232768162,0.01
88.14218,15.77751,-7.104,0.27,18.785,0.0165,18.2812,0.003,18.0407,0.005,ss_gd71,ut171115,outputcat_dao_ss_gd71.B.ut171115.4120_f_4_.dat,26.158787232768162,0.01
88.15763,15.7772,-7.068,0.063,18.7884,0.0147,17.8834,0.0032,17.4989,0.0073,ss_gd71,ut171115,outputcat_dao_ss_gd71.B.ut171115.4120_f_4_.dat,26.158787232768162,0.01
88.05414,15.7782,-7.171,0.041,18.5185,0.0047,17.819,0.0029,17.5283,0.0027,ss_gd71,ut171115,outputcat_dao_ss_gd71.B.ut171115.4120_f_4_.dat,26.158787232768162,0.01
88.16451,15.7818,-11.095,0.01,,,,,,,ss_gd71,ut171115,outputcat_dao_ss_gd71.B.ut171115.4120_f_4_.dat,26.158787232768162,0.01
88.01204,15.77994,-8.481,0.017,17.3971,0.003,16.986,0.0022,16.799,0.0034,ss_gd71,ut171115,outputcat_dao_ss_gd71.B.ut171115.4120_f_4_.dat,26.158787232768162,0.01
88.15023,15.77886,-6.927,0.233,18.9368,0.0053,18.4157,0.0043,18.157,0.0073,ss_gd71,ut171115,outputcat_dao_ss_gd71.B.ut171115.4120_f_4_.dat,26.158787232768162,0.01
88.00056,15.78074,-8.095,0.022,18.0158,0.0126,17.57,0.0064,17.3484,0.0074,ss_gd71,ut171115,outputcat_dao_ss_gd71.B.ut171115.4120_f_4_.dat,26.158787232768162,0.01
88.23386,15.78109,-7.608,0.148,18.2262,0.0095,17.6836,0.003,17.4371,0.0,ss_gd71,ut171115,outputcat_dao_ss_gd71.B.ut171115.4120_f_4_.dat,26.158787232768162,0.01
88.22244,15.78386,-10.64,0.01,14.918,0.0038,13.9306,0.0018,13.4761,0.0,ss_gd71,ut171115,outputcat_dao_ss_gd71.B.ut171115.4120_f_4_.dat,26.158787232768162,0.01
88.14783,15.78197,-7.063,0.321,18.5973,0.0058,17.6484,0.0037,17.1739,0.0039,ss_gd71,ut171115,outputcat_dao_ss_gd71.B.ut171115.4120_f_4_.dat,26.158787232768162,0.01
88.06858,15.78409,-10.732,0.01,15.1689,0.001,14.7624,0.0021,14.5939,0.001,ss_gd71,ut171115,outputcat_dao_ss_gd71.B.ut171115.4120_f_4_.dat,26.158787232768162,0.01
88.20074,15.78193,-6.785,0.064,18.5981,0.0122,17.3045,0.0032,16.3642,0.0057,ss_gd71,ut171115,outputcat_dao_ss_gd71.B.ut171115.4120_f_4_.dat,26.158787232768162,0.01
88.01291,15.78565,-11.089,0.01,14.7874,0.0032,14.4557,0.0015,14.3424,0.0095,ss_gd71,ut171115,outputcat_dao_ss_gd71.B.ut171115.4120_f_4_.dat,26.158787232768162,0.01
88.12279,15.78428,-8.979,0.014,16.9294,0.0077,16.4891,0.002,16.2713,0.0029,ss_gd71,ut171115,outputcat_dao_ss_gd71.B.ut171115.4120_f_4_.dat,26.158787232768162,0.01
88.17987,15.78509,-8.351,0.019,17.4697,0.004,16.8088,0.0035,16.5239,0.0046,ss_gd71,ut171115,outputcat_dao_ss_gd71.B.ut171115.4120_f_4_.dat,26.158787232768162,0.01
88.00172,15.78486,-6.839,0.209,19.1298,0.0138,18.9584,0.0045,18.9052,0.0111,ss_gd71,ut171115,outputcat_dao_ss_gd71.B.ut171115.4120_f_4_.dat,26.158787232768162,0.01
88.07162,15.78568,-7.893,0.024,17.9258,0.001,17.4418,0.0039,17.2103,0.0,ss_gd71,ut171115,outputcat_dao_ss_gd71.B.ut171115.4120_f_4_.dat,26.158787232768162,0.01
88.10486,15.7856,-8.16,0.027,17.4786,0.0059,16.4742,0.0014,16.0534,0.0028,ss_gd71,ut171115,outputcat_dao_ss_gd71.B.ut171115.4120_f_4_.dat,26.158787232768162,0.01
88.01803,15.78695,-10.264,0.01,15.506,0.0018,14.9716,0.0015,14.7305,0.0022,ss_gd71,ut171115,outputcat_dao_ss_gd71.B.ut171115.4120_f_4_.dat,26.158787232768162,0.01
88.13534,15.78521,-6.935,0.101,19.0336,0.0081,18.4429,0.0039,18.0764,0.0067,ss_gd71,ut171115,outputcat_dao_ss_gd71.B.ut171115.4120_f_4_.dat,26.158787232768162,0.01
88.16286,15.78645,-9.021,0.013,16.9191,0.0032,16.4155,0.0019,16.1857,0.0053,ss_gd71,ut171115,outputcat_dao_ss_gd71.B.ut171115.4120_f_4_.dat,26.158787232768162,0.01
88.06213,15.78586,-6.905,0.067,18.9088,0.0112,18.3839,0.0042,18.1272,0.0131,ss_gd71,ut171115,outputcat_dao_ss_gd71.B.ut171115.4120_f_4_.dat,26.158787232768162,0.01
88.14542,15.78688,-9.614,0.011,16.3396,0.004,15.8888,0.0023,15.6872,0.0038,ss_gd71,ut171115,outputcat_dao_ss_gd71.B.ut171115.4120_f_4_.dat,26.158787232768162,0.01
88.12862,15.78654,-7.981,0.023,17.914,0.006,17.4344,0.0023,17.1976,0.0052,ss_gd71,ut171115,outputcat_dao_ss_gd71.B.ut171115.4120_f_4_.dat,26.158787232768162,0.01
88.0043,15.78662,-8.585,0.02,17.2515,0.0028,16.8166,0.0021,16.6177,0.0021,ss_gd71,ut171115,outputcat_dao_ss_gd71.B.ut171115.4120_f_4_.dat,26.158787232768162,0.01
88.08967,15.78629,-7.181,0.181,18.6442,0.0047,17.9136,0.0035,17.6055,0.0026,ss_gd71,ut171115,outputcat_dao_ss_gd71.B.ut171115.4120_f_4_.dat,26.158787232768162,0.01
88.05783,15.78713,-7.923,0.027,17.9087,0.0028,17.3078,0.0029,17.0503,0.0076,ss_gd71,ut171115,outputcat_dao_ss_gd71.B.ut171115.4120_f_4_.dat,26.158787232768162,0.01
88.11313,15.78748,-8.82,0.015,17.0033,0.0052,16.4944,0.0025,16.2668,0.0016,ss_gd71,ut171115,outputcat_dao_ss_gd71.B.ut171115.4120_f_4_.dat,26.158787232768162,0.01
88.00409,15.79027,-10.586,0.014,15.1348,0.0021,14.4303,0.002,14.1448,0.0012,ss_gd71,ut171115,outputcat_dao_ss_gd71.B.ut171115.4120_f_4_.dat,26.158787232768162,0.01
88.19313,15.7883,-9.287,0.012,16.5619,0.0029,16.0599,0.0014,15.8507,0.0035,ss_gd71,ut171115,outputcat_dao_ss_gd71.B.ut171115.4120_f_4_.dat,26.158787232768162,0.01
88.19131,15.78756,-6.94,0.063,18.6386,0.0051,17.7525,0.003,17.3978,0.0049,ss_gd71,ut171115,outputcat_dao_ss_gd71.B.ut171115.4120_f_4_.dat,26.158787232768162,0.01
88.14132,15.79062,-11.247,0.01,14.6521,0.0022,14.2064,0.0042,14.0149,0.0036,ss_gd71,ut171115,outputcat_dao_ss_gd71.B.ut171115.4120_f_4_.dat,26.158787232768162,0.01
88.22139,15.78902,-8.305,0.017,17.5421,0.0043,17.0149,0.002,16.7762,0.0047,ss_gd71,ut171115,outputcat_dao_ss_gd71.B.ut171115.4120_f_4_.dat,26.158787232768162,0.01
88.13404,15.78932,-8.351,0.017,17.4756,0.0048,17.0082,0.0024,16.7999,0.0048,ss_gd71,ut171115,outputcat_dao_ss_gd71.B.ut171115.4120_f_4_.dat,26.158787232768162,0.01
88.02116,15.78932,-8.22,0.019,17.4765,0.0086,16.6644,0.0047,16.3189,0.0038,ss_gd71,ut171115,outputcat_dao_ss_gd71.B.ut171115.4120_f_4_.dat,26.158787232768162,0.01
88.20531,15.78887,-7.31,0.039,18.7143,0.007,18.3221,0.0041,18.1563,0.0022,ss_gd71,ut171115,outputcat_dao_ss_gd71.B.ut171115.4120_f_4_.dat,26.158787232768162,0.01
88.15018,15.78944,-7.02,0.066,18.7093,0.0053,18.0617,0.0039,17.7567,0.0032,ss_gd71,ut171115,outputcat_dao_ss_gd71.B.ut171115.4120_f_4_.dat,26.158787232768162,0.01
88.14749,15.79019,-7.514,0.038,18.3126,0.0033,17.7284,0.0028,17.4558,0.0035,ss_gd71,ut171115,outputcat_dao_ss_gd71.B.ut171115.4120_f_4_.dat,26.158787232768162,0.01
88.23027,15.79024,-7.322,0.084,18.5193,0.0073,18.107,0.0048,17.9385,0.0061,ss_gd71,ut171115,outputcat_dao_ss_gd71.B.ut171115.4120_f_4_.dat,26.158787232768162,0.01
88.12372,15.79219,-9.238,0.012,16.6419,0.0028,16.1354,0.0027,15.8895,0.0031,ss_gd71,ut171115,outputcat_dao_ss_gd71.B.ut171115.4120_f_4_.dat,26.158787232768162,0.01
87.99081,15.79177,-7.902,0.027,17.9352,0.0055,17.4541,0.0022,17.2509,0.0064,ss_gd71,ut171115,outputcat_dao_ss_gd71.B.ut171115.4120_f_4_.dat,26.158787232768162,0.01
88.21894,15.7934,-9.619,0.011,16.3047,0.0023,15.904,0.0021,15.7331,0.0067,ss_gd71,ut171115,outputcat_dao_ss_gd71.B.ut171115.4120_f_4_.dat,26.158787232768162,0.01
88.16178,15.79212,-7.613,0.029,18.3205,0.0081,17.7977,0.0037,17.5664,0.0053,ss_gd71,ut171115,outputcat_dao_ss_gd71.B.ut171115.4120_f_4_.dat,26.158787232768162,0.01
88.01917,15.79234,-7.86,0.03,18.0656,0.0054,17.6235,0.0042,17.4134,0.0042,ss_gd71,ut171115,outputcat_dao_ss_gd71.B.ut171115.4120_f_4_.dat,26.158787232768162,0.01
87.98855,15.79264,-7.226,0.04,18.2567,0.0057,17.068,0.0023,16.4953,0.0024,ss_gd71,ut171115,outputcat_dao_ss_gd71.B.ut171115.4120_f_4_.dat,26.158787232768162,0.01
88.08225,15.79242,-7.027,0.117,18.8849,0.0048,18.2525,0.0038,17.9634,0.0067,ss_gd71,ut171115,outputcat_dao_ss_gd71.B.ut171115.4120_f_4_.dat,26.158787232768162,0.01
88.18906,15.79454,-9.053,0.032,16.6999,0.0042,16.0434,0.0017,15.7854,0.0022,ss_gd71,ut171115,outputcat_dao_ss_gd71.B.ut171115.4120_f_4_.dat,26.158787232768162,0.01
88.17285,15.79388,-7.278,0.042,18.6073,0.009,18.1295,0.0059,17.9226,0.0101,ss_gd71,ut171115,outputcat_dao_ss_gd71.B.ut171115.4120_f_4_.dat,26.158787232768162,0.01
88.19274,15.79602,-10.603,0.01,15.3703,0.0019,15.033,0.0041,14.9033,0.0032,ss_gd71,ut171115,outputcat_dao_ss_gd71.B.ut171115.4120_f_4_.dat,26.158787232768162,0.01
87.98836,15.79627,-10.395,0.01,15.2491,0.0028,14.4469,0.0011,14.0717,0.0083,ss_gd71,ut171115,outputcat_dao_ss_gd71.B.ut171115.4120_f_4_.dat,26.158787232768162,0.01
88.11862,15.79497,-7.943,0.039,17.8163,0.0063,17.0053,0.0041,16.634,0.01,ss_gd71,ut171115,outputcat_dao_ss_gd71.B.ut171115.4120_f_4_.dat,26.158787232768162,0.01
88.17544,15.79563,-8.623,0.018,17.3227,0.002,16.8562,0.0025,16.6465,0.0061,ss_gd71,ut171115,outputcat_dao_ss_gd71.B.ut171115.4120_f_4_.dat,26.158787232768162,0.01
88.22472,15.7945,-6.955,0.066,18.9492,0.0102,18.2096,0.004,17.8933,0.0056,ss_gd71,ut171115,outputcat_dao_ss_gd71.B.ut171115.4120_f_4_.dat,26.158787232768162,0.01
88.08336,15.7967,-9.642,0.025,16.3267,0.0028,15.9275,0.0019,15.7698,0.0061,ss_gd71,ut171115,outputcat_dao_ss_gd71.B.ut171115.4120_f_4_.dat,26.158787232768162,0.01
88.0068,15.79616,-8.521,0.016,17.3082,0.0065,16.8206,0.0017,16.6147,0.0027,ss_gd71,ut171115,outputcat_dao_ss_gd71.B.ut171115.4120_f_4_.dat,26.158787232768162,0.01
87.99715,15.79502,-7.014,0.057,18.8175,0.0076,18.1698,0.0035,17.8788,0.0083,ss_gd71,ut171115,outputcat_dao_ss_gd71.B.ut171115.4120_f_4_.dat,26.158787232768162,0.01
87.99157,15.79925,-10.904,0.01,14.9539,0.0039,14.4912,0.0002,14.3109,0.0007,ss_gd71,ut171115,outputcat_dao_ss_gd71.B.ut171115.4120_f_4_.dat,26.158787232768162,0.01
88.16938,15.79703,-7.531,0.039,18.3759,0.006,17.8286,0.0031,17.5846,0.0059,ss_gd71,ut171115,outputcat_dao_ss_gd71.B.ut171115.4120_f_4_.dat,26.158787232768162,0.01
88.12098,15.79828,-8.375,0.017,17.5162,0.0068,17.0468,0.0024,16.8224,0.0072,ss_gd71,ut171115,outputcat_dao_ss_gd71.B.ut171115.4120_f_4_.dat,26.158787232768162,0.01
88.07179,15.79795,-7.531,0.045,18.37,0.0026,17.9024,0.0045,17.7102,0.0059,ss_gd71,ut171115,outputcat_dao_ss_gd71.B.ut171115.4120_f_4_.dat,26.158787232768162,0.01
