ra,dec,insmag_B,insmagerr_B,g,dg,r,dr,i,di,field,utdate,filename,zpt,zpterr
88.23374,15.90535,-10.351,0.011,16.088,0.0029,15.5821,0.0023,15.3583,0.0019,ss_gd71,ut181210,outputcat_dao_ss_gd71.B.ut181210.4113_f_4_.dat,26.715787232768164,0.01
88.01807,15.90461,-8.865,0.021,17.6825,0.0025,17.2149,0.0023,17.0077,0.0088,ss_gd71,ut181210,outputcat_dao_ss_gd71.B.ut181210.4113_f_4_.dat,26.715787232768164,0.01
88.2143,15.90461,-7.99,0.039,18.3034,0.0106,17.5931,0.0036,17.2708,0.0066,ss_gd71,ut181210,outputcat_dao_ss_gd71.B.ut181210.4113_f_4_.dat,26.715787232768164,0.01
88.20766,15.90539,-8.558,0.025,17.912,0.0075,17.3305,0.0019,17.0887,0.0049,ss_gd71,ut181210,outputcat_dao_ss_gd71.B.ut181210.4113_f_4_.dat,26.715787232768164,0.01
88.14259,15.90629,-10.227,0.012,16.2238,0.0032,15.6841,0.0025,15.4209,0.0009,ss_gd71,ut181210,outputcat_dao_ss_gd71.B.ut181210.4113_f_4_.dat,26.715787232768164,0.01
88.22517,15.90551,-8.699,0.023,17.8653,0.0041,17.5198,0.0018,17.3593,0.0156,ss_gd71,ut181210,outputcat_dao_ss_gd71.B.ut181210.4113_f_4_.dat,26.715787232768164,0.01
88.13677,15.9055,-8.397,0.029,18.0813,0.0046,17.6156,0.0039,17.4021,0.006,ss_gd71,ut181210,outputcat_dao_ss_gd71.B.ut181210.4113_f_4_.dat,26.715787232768164,0.01
88.1392,15.90496,-7.521,0.056,18.8307,0.0052,18.1889,0.0036,17.889,0.0032,ss_gd71,ut181210,outputcat_dao_ss_gd71.B.ut181210.4113_f_4_.dat,26.715787232768164,0.01
87.99246,15.90589,-8.32,0.042,18.1151,0.0047,17.5546,0.0033,17.3168,0.0034,ss_gd71,ut181210,outputcat_dao_ss_gd71.B.ut181210.4113_f_4_.dat,26.715787232768164,0.01
88.16702,15.90792,-8.489,0.029,17.7341,0.0035,16.6838,0.0026,16.2075,0.0041,ss_gd71,ut181210,outputcat_dao_ss_gd71.B.ut181210.4113_f_4_.dat,26.715787232768164,0.01
88.20239,15.90865,-9.595,0.014,16.6124,0.003,15.7344,0.001,15.3237,0.0025,ss_gd71,ut181210,outputcat_dao_ss_gd71.B.ut181210.4113_f_4_.dat,26.715787232768164,0.01
88.01843,15.90844,-7.773,0.044,18.6919,0.0062,18.1677,0.0058,17.9123,0.0061,ss_gd71,ut181210,outputcat_dao_ss_gd71.B.ut181210.4113_f_4_.dat,26.715787232768164,0.01
88.09626,15.91055,-10.486,0.011,16.0112,0.0021,15.5188,0.002,15.3036,0.0051,ss_gd71,ut181210,outputcat_dao_ss_gd71.B.ut181210.4113_f_4_.dat,26.715787232768164,0.01
88.22801,15.91024,-8.793,0.021,17.6139,0.0073,17.0999,0.0046,16.8711,0.0038,ss_gd71,ut181210,outputcat_dao_ss_gd71.B.ut181210.4113_f_4_.dat,26.715787232768164,0.01
88.22806,15.91259,-8.844,0.019,17.6764,0.0017,17.3089,0.0027,17.1392,0.0023,ss_gd71,ut181210,outputcat_dao_ss_gd71.B.ut181210.4113_f_4_.dat,26.715787232768164,0.01
88.01063,15.90868,-7.487,0.063,19.2387,0.0071,18.8969,0.0094,18.7621,0.0101,ss_gd71,ut181210,outputcat_dao_ss_gd71.B.ut181210.4113_f_4_.dat,26.715787232768164,0.01
88.16125,15.91073,-9.197,0.016,17.3452,0.0029,16.9833,0.0031,16.8273,0.0039,ss_gd71,ut181210,outputcat_dao_ss_gd71.B.ut181210.4113_f_4_.dat,26.715787232768164,0.01
88.1491,15.91013,-8.519,0.027,17.9335,0.0038,17.3895,0.0027,17.1499,0.0062,ss_gd71,ut181210,outputcat_dao_ss_gd71.B.ut181210.4113_f_4_.dat,26.715787232768164,0.01
88.17342,15.90994,-7.666,0.13,18.6313,0.0109,17.9693,0.0038,17.6404,0.0063,ss_gd71,ut181210,outputcat_dao_ss_gd71.B.ut181210.4113_f_4_.dat,26.715787232768164,0.01
88.08423,15.91182,-9.293,0.02,17.2402,0.003,16.7437,0.0031,16.5362,0.0089,ss_gd71,ut181210,outputcat_dao_ss_gd71.B.ut181210.4113_f_4_.dat,26.715787232768164,0.01
88.06631,15.91135,-8.08,0.034,18.2354,0.009,17.3069,0.0035,16.9163,0.0047,ss_gd71,ut181210,outputcat_dao_ss_gd71.B.ut181210.4113_f_4_.dat,26.715787232768164,0.01
88.23336,15.91105,-7.844,0.088,18.6585,0.002,18.1617,0.003,17.9308,0.0035,ss_gd71,ut181210,outputcat_dao_ss_gd71.B.ut181210.4113_f_4_.dat,26.715787232768164,0.01
87.99862,15.9151,-11.547,0.01,15.1359,0.0011,15.129,0.0024,15.1992,0.0046,ss_gd71,ut181210,outputcat_dao_ss_gd71.B.ut181210.4113_f_4_.dat,26.715787232768164,0.01
88.05074,15.91211,-7.542,0.071,19.2609,0.0165,18.6704,0.0075,18.0614,0.0174,ss_gd71,ut181210,outputcat_dao_ss_gd71.B.ut181210.4113_f_4_.dat,26.715787232768164,0.01
88.03848,15.91292,-7.784,0.054,18.8263,0.0048,18.2344,0.0041,17.9974,0.0047,ss_gd71,ut181210,outputcat_dao_ss_gd71.B.ut181210.4113_f_4_.dat,26.715787232768164,0.01
88.11052,15.91526,-11.055,0.01,15.2773,0.0017,14.501,0.0065,14.1129,0.004,ss_gd71,ut181210,outputcat_dao_ss_gd71.B.ut181210.4113_f_4_.dat,26.715787232768164,0.01
88.17617,15.91588,-10.993,0.01,15.4962,0.0017,15.1245,0.0014,14.9811,0.0007,ss_gd71,ut181210,outputcat_dao_ss_gd71.B.ut181210.4113_f_4_.dat,26.715787232768164,0.01
88.22281,15.91481,-9.516,0.017,16.8594,0.0028,16.3137,0.0042,16.064,0.0052,ss_gd71,ut181210,outputcat_dao_ss_gd71.B.ut181210.4113_f_4_.dat,26.715787232768164,0.01
88.0283,15.91478,-9.838,0.014,16.5629,0.0003,15.9474,0.0018,15.7053,0.007,ss_gd71,ut181210,outputcat_dao_ss_gd71.B.ut181210.4113_f_4_.dat,26.715787232768164,0.01
88.15318,15.9147,-9.131,0.02,17.2142,0.0013,16.566,0.0013,16.281,0.001,ss_gd71,ut181210,outputcat_dao_ss_gd71.B.ut181210.4113_f_4_.dat,26.715787232768164,0.01
88.07907,15.91421,-8.123,0.046,18.3825,0.0041,17.9128,0.0043,17.7127,0.0122,ss_gd71,ut181210,outputcat_dao_ss_gd71.B.ut181210.4113_f_4_.dat,26.715787232768164,0.01
88.23161,15.91633,-10.496,0.011,16.0624,0.0043,15.8299,0.0042,15.7423,0.0035,ss_gd71,ut181210,outputcat_dao_ss_gd71.B.ut181210.4113_f_4_.dat,26.715787232768164,0.01
88.22965,15.91717,-9.474,0.016,17.0359,0.0022,16.6168,0.0013,16.4235,0.003,ss_gd71,ut181210,outputcat_dao_ss_gd71.B.ut181210.4113_f_4_.dat,26.715787232768164,0.01
88.16344,15.91686,-11.099,0.011,15.3571,0.0019,14.935,0.0002,14.739,0.0037,ss_gd71,ut181210,outputcat_dao_ss_gd71.B.ut181210.4113_f_4_.dat,26.715787232768164,0.01
88.1652,15.91536,-7.897,0.077,18.2993,0.0065,17.4576,0.004,17.0656,0.0047,ss_gd71,ut181210,outputcat_dao_ss_gd71.B.ut181210.4113_f_4_.dat,26.715787232768164,0.01
88.21694,15.91674,-11.052,0.01,15.4014,0.0019,14.9491,0.0033,14.7523,0.0032,ss_gd71,ut181210,outputcat_dao_ss_gd71.B.ut181210.4113_f_4_.dat,26.715787232768164,0.01
88.21659,15.91941,-9.297,0.024,17.235,0.0038,17.0606,0.0019,17.0207,0.0059,ss_gd71,ut181210,outputcat_dao_ss_gd71.B.ut181210.4113_f_4_.dat,26.715787232768164,0.01
88.19102,15.91751,-10.843,0.012,15.5608,0.0022,15.0713,0.0019,14.8557,0.0037,ss_gd71,ut181210,outputcat_dao_ss_gd71.B.ut181210.4113_f_4_.dat,26.715787232768164,0.01
88.17445,15.91848,-11.187,0.01,15.2748,0.0031,14.8481,0.0014,14.6882,0.003,ss_gd71,ut181210,outputcat_dao_ss_gd71.B.ut181210.4113_f_4_.dat,26.715787232768164,0.01
88.06474,15.91745,-7.921,0.044,18.4499,0.0031,17.7899,0.0038,17.4939,0.0078,ss_gd71,ut181210,outputcat_dao_ss_gd71.B.ut181210.4113_f_4_.dat,26.715787232768164,0.01
88.13954,15.91963,-11.085,0.011,15.1799,0.0021,14.3277,0.0031,13.943,0.0032,ss_gd71,ut181210,outputcat_dao_ss_gd71.B.ut181210.4113_f_4_.dat,26.715787232768164,0.01
88.12704,15.9198,-11.693,0.01,14.7734,0.0014,14.2835,0.0058,14.1039,0.002,ss_gd71,ut181210,outputcat_dao_ss_gd71.B.ut181210.4113_f_4_.dat,26.715787232768164,0.01
88.11509,15.91808,-7.816,0.048,18.5433,0.0057,18.0102,0.0041,17.7853,0.0107,ss_gd71,ut181210,outputcat_dao_ss_gd71.B.ut181210.4113_f_4_.dat,26.715787232768164,0.01
88.12378,15.91887,-8.613,0.045,17.4538,0.0067,17.0746,0.0034,16.9086,0.0097,ss_gd71,ut181210,outputcat_dao_ss_gd71.B.ut181210.4113_f_4_.dat,26.715787232768164,0.01
88.02391,15.92016,-9.954,0.015,16.4367,0.0027,15.8217,0.0029,15.5807,0.0047,ss_gd71,ut181210,outputcat_dao_ss_gd71.B.ut181210.4113_f_4_.dat,26.715787232768164,0.01
88.08782,15.91979,-8.917,0.031,17.6038,0.0035,17.0696,0.0035,16.8376,0.0071,ss_gd71,ut181210,outputcat_dao_ss_gd71.B.ut181210.4113_f_4_.dat,26.715787232768164,0.01
88.13601,15.91986,-8.016,0.068,18.3085,0.015,17.6829,0.0054,17.3884,0.0041,ss_gd71,ut181210,outputcat_dao_ss_gd71.B.ut181210.4113_f_4_.dat,26.715787232768164,0.01
87.98501,15.92236,-10.762,0.01,15.5046,0.0018,14.6193,0.0018,14.2237,0.0008,ss_gd71,ut181210,outputcat_dao_ss_gd71.B.ut181210.4113_f_4_.dat,26.715787232768164,0.01
88.19296,15.92134,-9.025,0.026,17.3983,0.0124,16.922,0.0029,16.7225,0.0043,ss_gd71,ut181210,outputcat_dao_ss_gd71.B.ut181210.4113_f_4_.dat,26.715787232768164,0.01
88.19251,15.92368,-9.661,0.014,16.8131,0.0045,16.3706,0.0021,16.1796,0.0025,ss_gd71,ut181210,outputcat_dao_ss_gd71.B.ut181210.4113_f_4_.dat,26.715787232768164,0.01
88.19153,15.92599,-12.038,0.01,14.3519,0.0038,13.8092,0.0018,13.6433,0.001,ss_gd71,ut181210,outputcat_dao_ss_gd71.B.ut181210.4113_f_4_.dat,26.715787232768164,0.01
88.08133,15.92044,-7.728,0.139,18.7381,0.0027,18.3446,0.0037,18.174,0.0098,ss_gd71,ut181210,outputcat_dao_ss_gd71.B.ut181210.4113_f_4_.dat,26.715787232768164,0.01
88.02615,15.92327,-10.331,0.011,16.1503,0.0022,15.7028,0.002,15.5137,0.0033,ss_gd71,ut181210,outputcat_dao_ss_gd71.B.ut181210.4113_f_4_.dat,26.715787232768164,0.01
88.20088,15.92204,-8.903,0.018,17.423,0.0053,16.5941,0.0027,16.269,0.0045,ss_gd71,ut181210,outputcat_dao_ss_gd71.B.ut181210.4113_f_4_.dat,26.715787232768164,0.01
88.20166,15.92373,-8.794,0.02,17.617,0.0056,17.1328,0.003,16.9144,0.0049,ss_gd71,ut181210,outputcat_dao_ss_gd71.B.ut181210.4113_f_4_.dat,26.715787232768164,0.01
88.2047,15.92714,-11.87,0.01,14.7351,0.0003,14.6477,0.0052,14.647,0.0075,ss_gd71,ut181210,outputcat_dao_ss_gd71.B.ut181210.4113_f_4_.dat,26.715787232768164,0.01
88.12691,15.92471,-9.854,0.012,16.7129,0.007,16.4048,0.0052,16.2751,0.0033,ss_gd71,ut181210,outputcat_dao_ss_gd71.B.ut181210.4113_f_4_.dat,26.715787232768164,0.01
88.13779,15.92342,-7.929,0.048,18.4114,0.006,17.7237,0.0019,17.3944,0.0033,ss_gd71,ut181210,outputcat_dao_ss_gd71.B.ut181210.4113_f_4_.dat,26.715787232768164,0.01
87.99177,15.92383,-7.525,0.071,18.7742,0.0065,17.7782,0.0048,17.3526,0.0072,ss_gd71,ut181210,outputcat_dao_ss_gd71.B.ut181210.4113_f_4_.dat,26.715787232768164,0.01
88.18543,15.92516,-9.111,0.025,17.384,0.0056,16.9299,0.002,16.7406,0.0043,ss_gd71,ut181210,outputcat_dao_ss_gd71.B.ut181210.4113_f_4_.dat,26.715787232768164,0.01
88.13435,15.92391,-7.746,0.054,21.9261,0.0106,20.6229,0.0234,19.9684,0.0062,ss_gd71,ut181210,outputcat_dao_ss_gd71.B.ut181210.4113_f_4_.dat,26.715787232768164,0.01
88.01725,15.92514,-9.47,0.014,17.0723,0.0033,16.9289,0.0029,16.904,0.0042,ss_gd71,ut181210,outputcat_dao_ss_gd71.B.ut181210.4113_f_4_.dat,26.715787232768164,0.01
87.98362,15.92577,-9.357,0.016,17.109,0.0029,16.6307,0.0025,16.4498,0.0026,ss_gd71,ut181210,outputcat_dao_ss_gd71.B.ut181210.4113_f_4_.dat,26.715787232768164,0.01
88.08371,15.9271,-10.672,0.011,15.6684,0.0033,14.9551,0.0015,14.6733,0.0097,ss_gd71,ut181210,outputcat_dao_ss_gd71.B.ut181210.4113_f_4_.dat,26.715787232768164,0.01
88.22077,15.9256,-8.698,0.021,17.6457,0.0032,17.0249,0.0026,16.7478,0.0029,ss_gd71,ut181210,outputcat_dao_ss_gd71.B.ut181210.4113_f_4_.dat,26.715787232768164,0.01
88.15681,15.92571,-8.306,0.034,18.029,0.0097,17.3318,0.0053,17.054,0.0144,ss_gd71,ut181210,outputcat_dao_ss_gd71.B.ut181210.4113_f_4_.dat,26.715787232768164,0.01
88.03501,15.92654,-8.781,0.021,17.5715,0.0057,17.0039,0.0027,16.7337,0.0018,ss_gd71,ut181210,outputcat_dao_ss_gd71.B.ut181210.4113_f_4_.dat,26.715787232768164,0.01
88.06379,15.92832,-11.058,0.012,15.4312,0.0014,14.9988,0.0034,14.8021,0.0019,ss_gd71,ut181210,outputcat_dao_ss_gd71.B.ut181210.4113_f_4_.dat,26.715787232768164,0.01
88.21287,15.9266,-8.43,0.047,18.0272,0.0092,17.5792,0.0028,17.3635,0.0035,ss_gd71,ut181210,outputcat_dao_ss_gd71.B.ut181210.4113_f_4_.dat,26.715787232768164,0.01
88.02886,15.92724,-9.156,0.016,17.308,0.0044,16.8212,0.0036,16.6041,0.003,ss_gd71,ut181210,outputcat_dao_ss_gd71.B.ut181210.4113_f_4_.dat,26.715787232768164,0.01
88.10184,15.92634,-7.748,0.098,18.8517,0.007,18.334,0.0051,18.0956,0.0046,ss_gd71,ut181210,outputcat_dao_ss_gd71.B.ut181210.4113_f_4_.dat,26.715787232768164,0.01
88.11596,15.92943,-11.387,0.01,15.0346,0.0024,14.435,0.0033,14.1615,0.0022,ss_gd71,ut181210,outputcat_dao_ss_gd71.B.ut181210.4113_f_4_.dat,26.715787232768164,0.01
88.21193,15.9299,-11.221,0.01,15.2532,0.0006,14.8281,0.0043,14.6267,0.0011,ss_gd71,ut181210,outputcat_dao_ss_gd71.B.ut181210.4113_f_4_.dat,26.715787232768164,0.01
88.21888,15.9281,-8.201,0.047,18.1325,0.0089,17.5315,0.0052,17.2293,0.0032,ss_gd71,ut181210,outputcat_dao_ss_gd71.B.ut181210.4113_f_4_.dat,26.715787232768164,0.01
88.23296,15.93073,-11.369,0.01,15.109,0.0012,14.6818,0.0028,14.5117,0.0033,ss_gd71,ut181210,outputcat_dao_ss_gd71.B.ut181210.4113_f_4_.dat,26.715787232768164,0.01
88.15183,15.93043,-8.913,0.02,17.5221,0.0039,16.9795,0.0021,16.732,0.0136,ss_gd71,ut181210,outputcat_dao_ss_gd71.B.ut181210.4113_f_4_.dat,26.715787232768164,0.01
88.09398,15.92988,-7.973,0.04,18.4274,0.0092,17.9456,0.0056,17.7176,0.0001,ss_gd71,ut181210,outputcat_dao_ss_gd71.B.ut181210.4113_f_4_.dat,26.715787232768164,0.01
88.18016,15.93351,-11.582,0.01,14.935,0.0024,14.6136,0.0033,14.4891,0.0042,ss_gd71,ut181210,outputcat_dao_ss_gd71.B.ut181210.4113_f_4_.dat,26.715787232768164,0.01
88.18129,15.93599,-8.485,0.025,18.0022,0.0038,17.5507,0.0018,17.3502,0.0033,ss_gd71,ut181210,outputcat_dao_ss_gd71.B.ut181210.4113_f_4_.dat,26.715787232768164,0.01
87.9867,15.93109,-7.502,0.063,19.0246,0.0067,18.3273,0.005,18.0308,0.0108,ss_gd71,ut181210,outputcat_dao_ss_gd71.B.ut181210.4113_f_4_.dat,26.715787232768164,0.01
88.02581,15.93302,-9.081,0.017,17.3195,0.0033,16.7959,0.004,16.5563,0.0042,ss_gd71,ut181210,outputcat_dao_ss_gd71.B.ut181210.4113_f_4_.dat,26.715787232768164,0.01
88.11625,15.93475,-11.04,0.01,15.5663,0.0027,15.3616,0.0041,15.3109,0.002,ss_gd71,ut181210,outputcat_dao_ss_gd71.B.ut181210.4113_f_4_.dat,26.715787232768164,0.01
88.17694,15.93263,-7.618,0.053,18.8261,0.0084,18.2001,0.0034,17.9029,0.0051,ss_gd71,ut181210,outputcat_dao_ss_gd71.B.ut181210.4113_f_4_.dat,26.715787232768164,0.01
88.06356,15.9341,-8.751,0.022,17.7411,0.0039,17.2643,0.0029,17.0482,0.0037,ss_gd71,ut181210,outputcat_dao_ss_gd71.B.ut181210.4113_f_4_.dat,26.715787232768164,0.01
88.15475,15.93462,-8.528,0.026,17.9119,0.0037,17.4553,0.0022,17.2657,0.0057,ss_gd71,ut181210,outputcat_dao_ss_gd71.B.ut181210.4113_f_4_.dat,26.715787232768164,0.01
88.0801,15.93566,-7.542,0.061,18.9115,0.0095,18.2484,0.0069,17.9726,0.0093,ss_gd71,ut181210,outputcat_dao_ss_gd71.B.ut181210.4113_f_4_.dat,26.715787232768164,0.01
88.07754,15.93663,-8.326,0.083,18.0731,0.0059,17.5134,0.0046,17.2485,0.0178,ss_gd71,ut181210,outputcat_dao_ss_gd71.B.ut181210.4113_f_4_.dat,26.715787232768164,0.01
88.07157,15.9376,-8.687,0.06,17.6455,0.0051,16.973,0.0071,16.6987,0.0065,ss_gd71,ut181210,outputcat_dao_ss_gd71.B.ut181210.4113_f_4_.dat,26.715787232768164,0.01
88.22561,15.93682,-7.805,0.048,18.579,0.0067,17.8667,0.0018,17.5405,0.0055,ss_gd71,ut181210,outputcat_dao_ss_gd71.B.ut181210.4113_f_4_.dat,26.715787232768164,0.01
87.985,15.93689,-8.742,0.055,17.8498,0.0038,17.6404,0.0069,17.5875,0.0067,ss_gd71,ut181210,outputcat_dao_ss_gd71.B.ut181210.4113_f_4_.dat,26.715787232768164,0.01
88.04651,15.9423,-12.543,0.01,13.9787,0.0029,13.7069,0.0066,13.4964,0.001,ss_gd71,ut181210,outputcat_dao_ss_gd71.B.ut181210.4113_f_4_.dat,26.715787232768164,0.01
88.04905,15.94327,-7.564,0.127,18.9566,0.0078,18.4799,0.005,18.2335,0.0056,ss_gd71,ut181210,outputcat_dao_ss_gd71.B.ut181210.4113_f_4_.dat,26.715787232768164,0.01
88.03822,15.93918,-7.873,0.047,18.5826,0.0047,17.9653,0.0055,17.6729,0.0074,ss_gd71,ut181210,outputcat_dao_ss_gd71.B.ut181210.4113_f_4_.dat,26.715787232768164,0.01
87.99561,15.94321,-12.07,0.01,14.3435,0.0064,13.8049,0.0075,13.6315,0.0124,ss_gd71,ut181210,outputcat_dao_ss_gd71.B.ut181210.4113_f_4_.dat,26.715787232768164,0.01
87.99719,15.94463,-9.127,0.021,17.4644,0.0014,17.2241,0.0044,17.1231,0.002,ss_gd71,ut181210,outputcat_dao_ss_gd71.B.ut181210.4113_f_4_.dat,26.715787232768164,0.01
88.11802,15.94209,-10.959,0.01,15.3037,0.0023,14.469,0.0044,14.0666,0.0006,ss_gd71,ut181210,outputcat_dao_ss_gd71.B.ut181210.4113_f_4_.dat,26.715787232768164,0.01
88.18701,15.94149,-8.739,0.024,17.7551,0.0008,17.3496,0.0038,17.1733,0.005,ss_gd71,ut181210,outputcat_dao_ss_gd71.B.ut181210.4113_f_4_.dat,26.715787232768164,0.01
88.17644,15.94139,-7.574,0.063,18.7981,0.0079,17.8844,0.0044,17.4974,0.0053,ss_gd71,ut181210,outputcat_dao_ss_gd71.B.ut181210.4113_f_4_.dat,26.715787232768164,0.01
88.06225,15.94375,-10.319,0.011,16.1549,0.0039,15.7025,0.0021,15.5115,0.0062,ss_gd71,ut181210,outputcat_dao_ss_gd71.B.ut181210.4113_f_4_.dat,26.715787232768164,0.01
88.03278,15.943,-7.404,0.079,18.8463,0.0055,18.2367,0.0047,17.9777,0.0062,ss_gd71,ut181210,outputcat_dao_ss_gd71.B.ut181210.4113_f_4_.dat,26.715787232768164,0.01
88.18941,15.94488,-8.748,0.025,17.5272,0.0044,16.8141,0.0029,16.4717,0.0031,ss_gd71,ut181210,outputcat_dao_ss_gd71.B.ut181210.4113_f_4_.dat,26.715787232768164,0.01
88.18115,15.94425,-8.505,0.025,17.9968,0.0034,17.5837,0.004,17.4022,0.0,ss_gd71,ut181210,outputcat_dao_ss_gd71.B.ut181210.4113_f_4_.dat,26.715787232768164,0.01
88.0068,15.94399,-7.861,0.045,18.3985,0.0067,17.4274,0.0044,17.0097,0.0056,ss_gd71,ut181210,outputcat_dao_ss_gd71.B.ut181210.4113_f_4_.dat,26.715787232768164,0.01
88.13652,15.94574,-9.663,0.019,16.7382,0.0033,16.242,0.0018,16.0336,0.007,ss_gd71,ut181210,outputcat_dao_ss_gd71.B.ut181210.4113_f_4_.dat,26.715787232768164,0.01
88.1387,15.94677,-7.231,0.08,19.2508,0.0089,18.8427,0.0036,18.6556,0.0153,ss_gd71,ut181210,outputcat_dao_ss_gd71.B.ut181210.4113_f_4_.dat,26.715787232768164,0.01
88.04297,15.94458,-7.979,0.04,18.3861,0.0052,17.5203,0.0031,17.1404,0.0039,ss_gd71,ut181210,outputcat_dao_ss_gd71.B.ut181210.4113_f_4_.dat,26.715787232768164,0.01
88.01118,15.94413,-7.435,0.061,19.0115,0.0071,18.387,0.0071,18.1264,0.0074,ss_gd71,ut181210,outputcat_dao_ss_gd71.B.ut181210.4113_f_4_.dat,26.715787232768164,0.01
88.05799,15.94697,-11.267,0.01,15.1818,0.0019,14.7381,0.0024,14.5574,0.0061,ss_gd71,ut181210,outputcat_dao_ss_gd71.B.ut181210.4113_f_4_.dat,26.715787232768164,0.01
88.07302,15.94595,-9.057,0.021,17.4264,0.004,16.9946,0.0025,16.8149,0.0036,ss_gd71,ut181210,outputcat_dao_ss_gd71.B.ut181210.4113_f_4_.dat,26.715787232768164,0.01
88.09464,15.94676,-8.789,0.024,17.6723,0.0042,17.1887,0.0028,16.9885,0.0067,ss_gd71,ut181210,outputcat_dao_ss_gd71.B.ut181210.4113_f_4_.dat,26.715787232768164,0.01
88.10074,15.94628,-7.53,0.118,18.8741,0.0101,18.3578,0.0062,18.1037,0.0014,ss_gd71,ut181210,outputcat_dao_ss_gd71.B.ut181210.4113_f_4_.dat,26.715787232768164,0.01
88.14181,15.94993,-9.936,0.012,16.3127,0.0023,15.5185,0.0023,15.138,0.0034,ss_gd71,ut181210,outputcat_dao_ss_gd71.B.ut181210.4113_f_4_.dat,26.715787232768164,0.01
88.17974,15.94916,-8.749,0.019,17.6984,0.0019,17.1424,0.0021,16.8614,0.005,ss_gd71,ut181210,outputcat_dao_ss_gd71.B.ut181210.4113_f_4_.dat,26.715787232768164,0.01
88.14858,15.95113,-11.363,0.01,15.0953,0.0022,14.6917,0.002,14.5377,0.0044,ss_gd71,ut181210,outputcat_dao_ss_gd71.B.ut181210.4113_f_4_.dat,26.715787232768164,0.01
88.22594,15.94874,-8.076,0.039,18.307,0.0062,17.7614,0.0024,17.4937,0.0036,ss_gd71,ut181210,outputcat_dao_ss_gd71.B.ut181210.4113_f_4_.dat,26.715787232768164,0.01
88.15204,15.95068,-10.043,0.012,16.4156,0.0023,15.9836,0.0022,15.8095,0.0032,ss_gd71,ut181210,outputcat_dao_ss_gd71.B.ut181210.4113_f_4_.dat,26.715787232768164,0.01
88.22133,15.94884,-7.546,0.066,18.701,0.0135,17.8425,0.0049,17.4823,0.005,ss_gd71,ut181210,outputcat_dao_ss_gd71.B.ut181210.4113_f_4_.dat,26.715787232768164,0.01
88.04842,15.94953,-8.512,0.031,17.9601,0.004,17.5048,0.0026,17.312,0.0059,ss_gd71,ut181210,outputcat_dao_ss_gd71.B.ut181210.4113_f_4_.dat,26.715787232768164,0.01
88.00677,15.95038,-8.898,0.021,17.4352,0.0001,16.7158,0.0022,16.3769,0.0016,ss_gd71,ut181210,outputcat_dao_ss_gd71.B.ut181210.4113_f_4_.dat,26.715787232768164,0.01
87.9916,15.94993,-7.734,0.054,18.7407,0.0156,18.0748,0.0062,17.7511,0.0063,ss_gd71,ut181210,outputcat_dao_ss_gd71.B.ut181210.4113_f_4_.dat,26.715787232768164,0.01
88.06341,15.95146,-8.942,0.023,17.3669,0.0061,16.574,0.0024,16.2436,0.0051,ss_gd71,ut181210,outputcat_dao_ss_gd71.B.ut181210.4113_f_4_.dat,26.715787232768164,0.01
87.98845,15.95251,-10.236,0.012,16.3395,0.0027,16.079,0.0029,16.0046,0.0023,ss_gd71,ut181210,outputcat_dao_ss_gd71.B.ut181210.4113_f_4_.dat,26.715787232768164,0.01
88.00407,15.95182,-8.679,0.025,17.752,0.004,17.2468,0.0028,16.9923,0.0059,ss_gd71,ut181210,outputcat_dao_ss_gd71.B.ut181210.4113_f_4_.dat,26.715787232768164,0.01
88.18133,15.95174,-7.355,0.064,19.1031,0.0072,18.0768,0.0025,17.6059,0.008,ss_gd71,ut181210,outputcat_dao_ss_gd71.B.ut181210.4113_f_4_.dat,26.715787232768164,0.01
88.09828,15.95352,-9.216,0.016,17.2928,0.011,16.9208,0.0035,16.8048,0.0097,ss_gd71,ut181210,outputcat_dao_ss_gd71.B.ut181210.4113_f_4_.dat,26.715787232768164,0.01
88.17773,15.95419,-10.481,0.011,15.9194,0.0019,15.373,0.0015,15.1312,0.0017,ss_gd71,ut181210,outputcat_dao_ss_gd71.B.ut181210.4113_f_4_.dat,26.715787232768164,0.01
88.15393,15.95386,-8.82,0.021,17.5666,0.0035,17.0155,0.0029,16.7712,0.0048,ss_gd71,ut181210,outputcat_dao_ss_gd71.B.ut181210.4113_f_4_.dat,26.715787232768164,0.01
88.19565,15.95445,-9.406,0.015,17.0781,0.0033,16.5893,0.0023,16.3733,0.0046,ss_gd71,ut181210,outputcat_dao_ss_gd71.B.ut181210.4113_f_4_.dat,26.715787232768164,0.01
88.09059,15.95337,-7.811,0.057,18.5107,0.0016,17.897,0.0047,17.6322,0.006,ss_gd71,ut181210,outputcat_dao_ss_gd71.B.ut181210.4113_f_4_.dat,26.715787232768164,0.01
88.04362,15.95491,-9.036,0.017,17.49,0.0052,17.2243,0.0036,17.1286,0.0025,ss_gd71,ut181210,outputcat_dao_ss_gd71.B.ut181210.4113_f_4_.dat,26.715787232768164,0.01
88.03293,15.95679,-10.109,0.011,15.9314,0.0013,14.7493,0.0015,14.1767,0.0019,ss_gd71,ut181210,outputcat_dao_ss_gd71.B.ut181210.4113_f_4_.dat,26.715787232768164,0.01
88.02239,15.95842,-8.944,0.017,17.3451,0.005,16.6632,0.0019,16.3806,0.0016,ss_gd71,ut181210,outputcat_dao_ss_gd71.B.ut181210.4113_f_4_.dat,26.715787232768164,0.01
